"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5204","0","101.0","36.9","-1.3","60","0.0"
"","Haryana","6076","0","116.2","82.0","0.6","219","0.0"
"","Rajasthan","11786","0","231.1","66.4","0.9","292","0.0"
"","Delhi","3818","0","65.3","57.5","-0.2","237","0.0"
"","UP","14106","0","261.5","108.9","0.5","343","0.0"
"","Uttarakhand","2045","0","37.7","21.6","0.3","174","0.0"
"","HP","1537","14","29.0","21.9","0.3","160","0.1"
"","J&K","2497","624","47.6","42.5","-1.3","218","11.3"
"","Chandigarh","204","0","3.4","3.8","-0.3","6","0.0"
"WR","Chhattisgarh","3919","0","88.5","28.9","-0.8","247","0.0"
"","Gujarat","14970","0","329.9","108.8","1.1","476","0.0"
"","MP","12466","0","227.2","108.0","-0.8","587","0.0"
"","Maharashtra","20481","0","436.2","118.6","0.5","1177","0.0"
"","Goa","532","0","11.8","11.0","0.3","101","0.0"
"","DD","331","0","7.3","6.9","0.4","43","0.0"
"","DNH","783","0","18.4","18.3","0.1","51","0.0"
"","Essar steel","671","0","14.1","14.6","-0.4","200","0.0"
"SR","Andhra Pradesh","8683","0","187.7","65.5","0.4","464","0.0"
"","Telangana","9480","0","205.3","76.6","0.1","495","0.0"
"","Karnataka","11919","0","234.9","75.7","-0.8","498","0.0"
"","Kerala","3837","0","76.6","57.7","1.1","226","0.0"
"","Tamil Nadu","15265","0","326.0","162.7","-1.0","486","0.0"
"","Pondy","372","0","7.7","7.9","-0.2","36","0.0"
"ER","Bihar","3932","0","69.4","65.3","-1.4","460","0.0"
"","DVC","2945","0","64.8","-44.0","0.6","396","0.0"
"","Jharkhand","982","0","22.1","17.0","-0.5","169","0.0"
"","Odisha","3931","0","77.0","22.7","1.5","267","0.0"
"","West Bengal","6876","0","116.3","22.8","1.2","309","0.0"
"","Sikkim","101","0","1.0","1.5","-0.5","18","0.0"
"NER","Arunachal Pradesh","113","5","2.2","2.2","-0.1","24","0.0"
"","Assam","1458","20","22.2","17.5","1.1","184","0.3"
"","Manipur","180","3","2.9","2.6","0.2","49","0.0"
"","Meghalaya","365","0","6.5","5.1","0.0","37","0.0"
"","Mizoram","98","4","1.7","1.2","0.4","19","0.0"
"","Nagaland","124","3","2.1","1.9","0.1","21","0.0"
"","Tripura","229","6","3.8","1.5","0.5","55","0.0"
