"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7274","0","166.5","98.1","0.8","231","0.0"
"","Haryana","7531","0","155.1","112.6","0.5","202","0.0"
"","Rajasthan","10013","0","211.5","66.9","2.0","354","0.0"
"","Delhi","5657","11","109.9","92.7","-0.6","280","0.1"
"","UP","16952","420","360.3","152.4","4.9","900","3.7"
"","Uttarakhand","1909","0","39.0","16.8","0.3","202","0.0"
"","HP","1122","0","24.0","3.5","-1.5","119","0.1"
"","J&K","1923","481","39.0","16.4","-0.6","125","9.2"
"","Chandigarh","279","0","5.4","5.9","-0.5","12","0.0"
"WR","Chhattisgarh","3483","0","83.8","13.0","0.5","114","0.0"
"","Gujarat","14731","5","328.8","99.4","-1.1","330","0.0"
"","MP","7905","2","177.4","87.0","0.6","608","0.0"
"","Maharashtra","20213","0","450.0","138.0","-0.7","637","0.0"
"","Goa","440","0","9.4","8.8","0.3","18","0.0"
"","DD","296","0","6.6","6.6","0.0","28","0.0"
"","DNH","725","0","16.7","17.1","-0.4","-3","0.0"
"","Essar steel","508","0","10.5","9.6","0.9","162","0.0"
"SR","Andhra Pradesh","7445","0","160.2","49.0","3.6","600","0.0"
"","Telangana","6335","0","136.8","57.3","-3.4","472","0.0"
"","Karnataka","7792","0","168.9","71.5","2.0","520","0.0"
"","Kerala","3509","0","67.2","52.6","1.4","305","0.0"
"","Tamil Nadu","13274","0","301.3","120.6","-2.4","675","0.0"
"","Pondy","333","0","7.0","7.4","-0.4","34","0.0"
"ER","Bihar","4110","0","75.2","71.6","1.8","220","0.2"
"","DVC","2717","0","61.5","-34.6","-0.6","250","0.0"
"","Jharkhand","1158","0","24.2","18.1","0.2","85","0.0"
"","Odisha","4198","0","80.1","22.9","0.5","225","0.0"
"","West Bengal","7761","0","128.4","34.5","0.5","250","0.0"
"","Sikkim","60","0","0.9","1.3","-0.4","15","0.0"
"NER","Arunachal Pradesh","109","2","1.9","1.6","0.3","40","0.1"
"","Assam","1492","28","23.2","17.8","2.0","124","1.3"
"","Manipur","147","1","2.1","2.0","0.1","15","0.0"
"","Meghalaya","246","0","4.2","3.2","-0.1","21","0.0"
"","Mizoram","73","2","1.3","1.2","0.0","2","0.0"
"","Nagaland","98","6","2.0","2.0","-0.1","4","0.1"
"","Tripura","236","7","3.1","3.0","-0.3","22","0.0"
