"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5734","0","112.3","48.6","0.1","237","0.0"
"","Haryana","6383","228","125.2","82.0","1.8","249","0.0"
"","Rajasthan","9737","0","197.9","66.8","0.5","226","0.0"
"","Delhi","3763","0","74.6","62.3","-1.2","96","0.0"
"","UP","14515","0","307.7","123.2","0.6","263","0.0"
"","Uttarakhand","1715","0","33.6","12.2","0.8","192","0.0"
"","HP","1379","0","24.1","14.6","0.4","129","0.6"
"","J&K","1940","485","40.0","32.2","0.7","144","9.5"
"","Chandigarh","189","0","3.5","4.0","-0.6","1","0.0"
"WR","Chhattisgarh","3453","75","77.8","29.8","0.2","223","0.2"
"","Gujarat","14142","0","303.5","61.9","1.4","316","0.0"
"","MP","9943","0","221.2","149.4","7.5","907","0.0"
"","Maharashtra","19231","0","412.6","126.3","0.8","346","0.0"
"","Goa","453","0","9.5","9.4","0.0","51","0.0"
"","DD","327","0","7.4","5.8","1.6","96","0.0"
"","DNH","755","0","16.5","16.1","0.4","113","0.0"
"","Essar steel","477","0","9.0","9.6","-0.6","156","0.0"
"SR","Andhra Pradesh","7639","0","165.6","74.9","0.1","329","0.0"
"","Telangana","7468","0","162.2","44.3","-0.5","401","0.0"
"","Karnataka","7989","0","165.5","64.8","2.2","437","0.0"
"","Kerala","3521","0","67.5","42.4","1.2","228","0.0"
"","Tamil Nadu","13615","0","293.2","143.9","-0.4","486","0.0"
"","Pondy","339","0","7.2","7.5","-0.2","26","0.0"
"ER","Bihar","4274","0","79.3","70.1","0.0","230","0.0"
"","DVC","2957","0","63.8","-18.1","3.1","280","0.0"
"","Jharkhand","1205","0","23.5","14.8","-1.2","60","0.0"
"","Odisha","4279","0","86.7","39.8","2.6","330","0.8"
"","West Bengal","7699","0","140.4","47.7","3.8","410","0.0"
"","Sikkim","101","0","1.4","0.9","0.4","28","0.0"
"NER","Arunachal Pradesh","112","7","2.3","2.4","-0.1","7","0.0"
"","Assam","1592","72","24.8","19.0","1.1","139","0.8"
"","Manipur","147","5","2.0","2.4","-0.3","19","0.0"
"","Meghalaya","301","1","5.1","-0.5","-0.1","59","0.0"
"","Mizoram","72","3","1.4","1.2","0.1","15","0.0"
"","Nagaland","123","1","2.3","1.8","0.0","19","0.0"
"","Tripura","235","0","4.0","2.9","0.3","75","0.0"
