"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5553","0","99.1","43.0","-0.2","122"
"","Haryana","6353","0","117.2","50.9","-0.8","175"
"","Rajasthan","9917","0","214.0","67.8","0.6","221"
"","Delhi","3434","0","60.8","43.5","0.1","234"
"","UP","9930","2605","224.5","91.9","-0.2","285"
"","Uttarakhand","1903","0","35.3","24.5","1.2","135"
"","HP","1288","22","23.9","19.8","-0.1","117"
"","J&K","1903","336","36.0","36.2","-4.6","112"
"","Chandigarh","206","0","3.6","3.6","0.3","17"
"WR","Chhattisgarh","3179","96","68.9","16.4","-2.2","221"
"","Gujarat","11893","0","263.3","62.1","1.4","541"
"","MP","8161","0","161.9","89.7","-2.1","391"
"","Maharashtra","17831","568","373.7","124.0","-0.1","469"
"","Goa","423","0","8.2","7.7","-0.1","30"
"","DD","277","0","6.2","6.4","-0.2","13"
"","DNH","688","0","15.1","15.6","0.3","36"
"","Essar steel","322","0","6.5","6.2","0.3","109"
"SR","Andhra Pradesh","6174","21","140.5","27.5","-0.5","369"
"","Telangana","6184","140","136.7","76.7","3.2","313"
"","Karnataka","8483","300","190.8","31.2","4.1","548"
"","Kerala","3447","125","64.5","44.0","2.2","256"
"","Tamil Nadu","12642","200","270.2","108.8","-0.2","352"
"","Pondy","322","0","6.3","6.2","0.1","30"
"ER","Bihar","2852","0","53.8","52.4","-3.5","245"
"","DVC","2473","0","57.8","-14.6","0.6","365"
"","Jharkhand","1043","0","22.4","9.5","-0.7","105"
"","Odisha","3154","0","59.6","20.4","-0.7","435"
"","West Bengal","6505","27","115.8","16.9","-0.7","325"
"","Sikkim","86","0","1.3","1.2","0.1","20"
"NER","Arunachal Pradesh","103","7","2.0","1.4","0.6","40"
"","Assam","1215","86","21.0","14.0","1.5","156"
"","Manipur","127","6","2.1","2.3","-0.1","55"
"","Meghalaya","326","4","5.2","5.2","-0.9","63"
"","Mizoram","84","1","1.2","1.0","0.2","31"
"","Nagaland","114","4","2.4","1.6","0.7","27"
"","Tripura","188","17","2.6","0.4","0.0","51"
