"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9524","0","207.2","123.4","-1.5","240","0.0"
"","Haryana","7485","0","165.7","120.6","-1.2","174","0.0"
"","Rajasthan","9311","726","186.2","71.4","3.2","298","1.6"
"","Delhi","5917","0","118.1","94.6","-0.6","224","0.1"
"","UP","17534","1205","367.2","157.3","2.4","514","4.3"
"","Uttarakhand","1933","0","43.2","19.7","0.2","160","0.0"
"","HP","1246","0","26.3","3.4","2.5","287","0.0"
"","J&K","1961","490","38.0","14.4","0.5","333","8.9"
"","Chandigarh","274","0","5.9","6.5","-0.6","0","0.0"
"WR","Chhattisgarh","3167","0","75.2","14.0","4.0","623","2.5"
"","Gujarat","15288","32","336.4","92.0","0.0","428","0.0"
"","MP","7268","0","158.8","78.7","-1.2","320","0.1"
"","Maharashtra","17472","0","397.0","109.5","0.9","700","0.0"
"","Goa","412","0","8.8","8.9","-0.5","138","0.2"
"","DD","325","0","7.3","6.0","1.3","92","0.0"
"","DNH","753","0","17.4","16.9","0.5","45","0.0"
"","Essar steel","331","0","6.6","6.0","0.6","199","0.0"
"SR","Andhra Pradesh","6506","0","151.9","40.6","7.2","627","0.0"
"","Telangana","5629","0","123.2","67.2","-1.3","768","0.0"
"","Karnataka","7684","0","169.6","71.7","4.5","1271","0.0"
"","Kerala","3502","0","67.3","47.9","1.3","187","0.0"
"","Tamil Nadu","14214","0","313.5","120.8","0.4","641","0.0"
"","Pondy","361","0","7.4","7.6","-0.2","38","0.0"
"ER","Bihar","4258","0","74.6","72.9","-1.4","220","0.0"
"","DVC","2844","0","65.4","-39.7","-0.5","250","0.0"
"","Jharkhand","1030","0","23.0","18.0","-0.6","100","0.0"
"","Odisha","3359","0","69.4","13.6","0.3","250","0.0"
"","West Bengal","7897","0","145.9","41.5","0.7","250","0.1"
"","Sikkim","69","0","1.1","1.4","-0.3","15","0.0"
"NER","Arunachal Pradesh","90","4","2.0","2.9","-0.9","12","0.0"
"","Assam","1576","79","28.9","20.0","3.0","135","0.8"
"","Manipur","142","2","2.1","2.0","0.1","14","0.0"
"","Meghalaya","256","0","4.9","0.1","-0.1","24","0.0"
"","Mizoram","65","5","1.2","0.9","0.1","13","0.0"
"","Nagaland","134","1","2.0","2.2","-0.4","33","0.0"
"","Tripura","243","5","4.1","2.7","0.1","26","0.0"
