"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6495","0","136.1","93.6","-2.8","115","0.0"
"","Haryana","8244","175","148.0","116.8","1.2","478","0.2"
"","Rajasthan","10778","0","230.9","71.3","3.6","522","0.0"
"","Delhi","6001","0","113.1","89.7","-2.5","218","0.0"
"","UP","18643","50","370.0","170.7","0.7","431","0.0"
"","Uttarakhand","1783","0","35.4","11.6","-1.1","153","0.0"
"","HP","1224","0","23.4","1.0","2.1","277","0.1"
"","J&K","1974","494","35.7","16.7","-5.4","28","8.5"
"","Chandigarh","197","0","3.8","5.4","-1.6","0","0.0"
"WR","Chhattisgarh","3575","0","83.1","22.8","-0.6","152","0.0"
"","Gujarat","15270","0","342.9","116.4","5.7","649","0.0"
"","MP","8205","0","180.6","72.5","-1.6","671","0.0"
"","Maharashtra","18908","0","424.7","127.8","-2.0","415","0.0"
"","Goa","373","0","9.0","8.3","0.0","51","0.0"
"","DD","301","0","6.9","6.6","0.3","61","0.0"
"","DNH","734","0","17.2","16.8","0.4","54","0.0"
"","Essar steel","557","0","11.4","10.9","0.5","209","0.0"
"SR","Andhra Pradesh","7590","0","172.9","34.4","2.6","465","0.0"
"","Telangana","6613","0","145.1","56.1","1.0","333","0.0"
"","Karnataka","7512","0","155.9","52.0","-4.6","482","0.0"
"","Kerala","3098","0","60.6","38.3","0.7","260","0.0"
"","Tamil Nadu","13306","0","293.0","95.9","-0.3","394","0.0"
"","Pondy","338","0","7.3","7.6","-0.3","51","0.0"
"ER","Bihar","4712","0","89.7","87.3","0.3","200","0.0"
"","DVC","3060","0","70.8","-27.5","2.1","225","0.0"
"","Jharkhand","1147","0","25.1","20.0","-0.7","85","0.0"
"","Odisha","4532","0","92.3","45.1","1.9","220","0.0"
"","West Bengal","8562","0","167.7","61.9","1.3","225","0.0"
"","Sikkim","70","0","0.9","1.4","-0.4","15","0.0"
"NER","Arunachal Pradesh","110","2","2.1","3.0","-0.9","0","0.0"
"","Assam","1476","85","24.9","20.2","-0.8","175","1.5"
"","Manipur","158","2","2.1","2.5","-0.4","11","0.0"
"","Meghalaya","280","0","5.1","0.5","-0.2","110","0.0"
"","Mizoram","83","2","1.4","1.3","-0.5","1","0.0"
"","Nagaland","123","2","2.0","2.3","-0.6","36","0.0"
"","Tripura","220","9","3.8","4.0","-0.6","89","0.1"
