"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7579","0","167.6","71.8","0.4","138"
"","Haryana","7249","0","144.3","83.8","-1.1","245"
"","Rajasthan","8736","0","191.2","57.3","1.5","397"
"","Delhi","3945","0","80.6","73.3","-0.2","261"
"","UP","12503","3665","265.1","121.4","10.9","891"
"","Uttarakhand","1715","0","34.8","15.7","1.2","162"
"","HP","1155","0","23.4","13.1","0.6","107"
"","J&K","1970","492","36.1","23.5","-0.1","159"
"","Chandigarh","199","0","3.8","3.9","0.3","6"
"WR","Chhattisgarh","3679","96","88.6","35.8","1.6","406"
"","Gujarat","13519","0","307.0","71.9","-0.9","233"
"","MP","8456","0","189.8","106.6","1.7","237"
"","Maharashtra","16793","28","376.6","109.4","-1.5","482"
"","Goa","389","0","8.0","6.3","1.3","98"
"","DD","293","0","6.3","6.5","-0.2","35"
"","DNH","672","0","15.9","16.0","-0.1","46"
"","Essar steel","194","0","3.8","2.4","1.4","128"
"SR","Andhra Pradesh","5600","0","123.4","13.8","3.6","436"
"","Telangana","5961","0","133.2","91.2","-1.6","361"
"","Karnataka","6246","1200","130.1","27.2","1.5","457"
"","Kerala","2900","0","54.2","40.7","0.8","292"
"","Tamil Nadu","10228","0","239.6","111.1","-0.6","436"
"","Pondy","264","0","5.1","5.3","-0.2","39"
"ER","Bihar","3331","150","70.3","70.0","-2.1","20"
"","DVC","2440","0","58.3","-10.0","0.3","310"
"","Jharkhand","1119","0","23.9","14.9","-0.2","80"
"","Odisha","3404","200","72.9","18.0","3.5","380"
"","West Bengal","7039","0","151.5","50.4","2.4","260"
"","Sikkim","76","0","1.1","0.7","0.3","38"
"NER","Arunachal Pradesh","108","1","1.8","1.5","0.3","32"
"","Assam","1323","123","26.4","17.3","3.0","220"
"","Manipur","145","2","2.2","2.1","0.0","45"
"","Meghalaya","276","1","4.2","1.3","-1.1","58"
"","Mizoram","71","0","1.0","1.1","-0.1","23"
"","Nagaland","103","1","1.7","1.2","0.4","25"
"","Tripura","258","0","3.8","1.1","0.8","112"
