"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7619","0","166.7","54.7","-1.5","142","0.0"
"","Haryana","7478","19","153.9","84.7","2.2","269","0.0"
"","Rajasthan","9352","573","202.8","72.8","6.2","557","8.9"
"","Delhi","4521","0","96.4","69.8","-1.7","189","0.0"
"","UP","16373","0","370.9","184.7","1.8","425","3.3"
"","Uttarakhand","1872","0","37.0","13.4","0.0","146","0.0"
"","HP","1305","0","24.9","10.2","1.1","140","0.0"
"","J&K","1997","499","40.9","30.8","-2.1","99","9.7"
"","Chandigarh","230","0","4.7","4.9","-0.2","29","0.0"
"WR","Chhattisgarh","3552","0","79.7","19.7","-2.1","139","0.0"
"","Gujarat","16889","0","364.1","125.5","1.8","589","0.0"
"","MP","8253","0","185.1","122.5","-2.9","337","0.0"
"","Maharashtra","17959","0","390.5","136.0","-1.6","457","0.0"
"","Goa","515","0","10.4","9.4","0.6","69","0.0"
"","DD","344","0","7.6","6.8","0.8","61","0.0"
"","DNH","756","0","17.0","16.1","0.9","130","0.0"
"","Essar steel","258","0","4.7","4.6","0.1","130","0.0"
"SR","Andhra Pradesh","6980","0","143.0","26.8","2.5","357","0.0"
"","Telangana","6912","0","144.1","29.2","-1.9","328","0.0"
"","Karnataka","7382","0","141.5","43.1","0.9","313","0.0"
"","Kerala","3620","0","69.1","43.8","1.1","204","0.0"
"","Tamil Nadu","13715","0","287.5","143.4","2.5","468","0.0"
"","Pondy","351","0","7.3","7.4","-0.1","28","0.0"
"ER","Bihar","4508","0","83.5","77.8","-1.5","470","0.0"
"","DVC","2806","0","57.5","-15.0","-1.2","300","0.0"
"","Jharkhand","1077","0","20.5","16.5","-1.3","90","0.0"
"","Odisha","4326","0","89.9","41.9","3.1","380","0.0"
"","West Bengal","7550","0","121.8","26.1","1.7","250","0.0"
"","Sikkim","98","0","1.2","1.1","0.1","20","0.0"
"NER","Arunachal Pradesh","103","5","2.4","2.4","0.0","7","0.1"
"","Assam","1745","65","30.5","24.2","0.9","141","0.8"
"","Manipur","156","5","2.1","2.3","-0.2","20","0.1"
"","Meghalaya","263","0","6.1","-1.3","1.9","126","0.0"
"","Mizoram","75","4","1.3","1.2","0.0","15","0.1"
"","Nagaland","103","6","2.6","1.7","0.3","23","0.0"
"","Tripura","271","1","4.6","3.7","0.2","90","0.0"
