"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5041","0","108.6","56.5","0.0","118","0.0"
"","Haryana","6304","135","111.9","49.8","1.9","259","0.8"
"","Rajasthan","8217","0","179.5","56.8","0.9","334","0.0"
"","Delhi","3833","0","80.1","63.3","-2.8","14","0.0"
"","UP","13744","260","282.2","97.7","2.5","695","0.0"
"","Uttarakhand","1750","0","34.9","19.5","0.6","151","0.0"
"","HP","1417","7","25.6","16.1","1.3","331","0.1"
"","J&K","2264","566","43.3","31.9","-1.6","378","10.3"
"","Chandigarh","176","0","3.6","3.8","-0.3","21","0.0"
"WR","Chhattisgarh","3545","0","85.5","13.6","1.2","126","0.0"
"","Gujarat","15731","0","353.9","174.0","5.0","362","0.0"
"","MP","8548","0","180.4","76.1","1.4","426","0.0"
"","Maharashtra","22323","0","488.3","147.3","-0.2","441","0.0"
"","Goa","531","0","11.7","10.8","0.2","44","0.0"
"","DD","334","0","7.5","6.6","1.0","91","0.0"
"","DNH","749","0","17.7","16.7","1.0","63","0.0"
"","Essar steel","301","0","5.3","5.4","-0.1","179","0.0"
"SR","Andhra Pradesh","8470","0","181.7","61.2","-0.3","443","0.0"
"","Telangana","8536","0","185.3","75.6","-0.8","482","0.0"
"","Karnataka","10333","0","230.5","86.2","-0.8","480","0.0"
"","Kerala","3510","0","74.7","54.6","1.1","173","0.0"
"","Tamil Nadu","15053","0","339.8","187.5","2.1","520","0.0"
"","Pondy","374","0","8.2","8.3","-0.1","43","0.0"
"ER","Bihar","4507","0","79.5","77.0","1.5","400","0.0"
"","DVC","3065","0","71.6","-57.2","1.0","250","0.0"
"","Jharkhand","1142","0","23.3","13.7","-0.1","90","0.0"
"","Odisha","4300","0","77.5","27.1","-2.0","400","0.0"
"","West Bengal","7958","0","139.6","27.2","1.2","380","0.0"
"","Sikkim","99","0","1.3","2.0","-0.7","3","0.0"
"NER","Arunachal Pradesh","119","7","2.1","1.7","0.3","44","0.0"
"","Assam","1372","130","20.2","17.0","-0.1","98","2.1"
"","Manipur","175","6","2.1","2.3","-0.2","24","0.0"
"","Meghalaya","268","17","4.3","2.7","-0.2","18","0.0"
"","Mizoram","83","5","1.6","1.2","0.1","20","0.0"
"","Nagaland","128","2","2.1","1.9","0.1","32","0.0"
"","Tripura","258","3","4.0","3.1","0.0","45","0.2"
