"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5199","0","101.1","41.6","-1.1","106","0.0"
"","Haryana","6074","0","110.7","64.6","1.0","259","0.0"
"","Rajasthan","10797","0","208.8","60.6","0.6","312","0.0"
"","Delhi","3245","0","60.2","44.6","-1.9","116","0.0"
"","UP","12713","0","277.0","103.1","1.0","330","0.0"
"","Uttarakhand","1704","0","33.0","16.0","-0.6","57","0.1"
"","HP","1414","0","25.7","17.7","0.5","108","0.0"
"","J&K","1954","489","40.3","36.5","-0.8","122","9.5"
"","Chandigarh","169","0","3.1","3.3","-0.2","15","0.0"
"WR","Chhattisgarh","2996","0","66.9","5.5","-1.1","138","0.0"
"","Gujarat","14787","0","323.3","91.6","0.9","340","0.0"
"","MP","9588","0","236.4","166.8","0.2","510","0.0"
"","Maharashtra","20419","0","427.4","127.7","3.4","588","0.0"
"","Goa","440","0","9.0","9.1","-0.1","22","0.0"
"","DD","321","0","7.3","6.4","0.9","52","0.0"
"","DNH","755","0","17.0","16.5","0.5","56","0.0"
"","Essar steel","442","0","9.3","9.6","-0.3","140","0.0"
"SR","Andhra Pradesh","7249","0","156.2","46.8","0.8","313","0.0"
"","Telangana","7278","0","152.6","63.1","0.2","290","0.0"
"","Karnataka","8675","0","186.9","72.4","3.1","330","0.3"
"","Kerala","3451","0","66.4","49.2","0.8","170","0.0"
"","Tamil Nadu","12826","0","269.0","133.3","3.3","419","0.0"
"","Pondy","326","0","6.3","6.7","-0.4","26","0.0"
"ER","Bihar","3606","0","62.7","57.7","-0.6","50","0.0"
"","DVC","2768","0","60.3","-23.7","2.7","410","0.8"
"","Jharkhand","972","0","22.8","16.1","0.5","80","0.0"
"","Odisha","3761","250","68.1","33.4","2.3","600","0.0"
"","West Bengal","6851","0","117.0","37.8","0.3","280","0.0"
"","Sikkim","91","0","1.3","1.3","0.0","80","0.0"
"NER","Arunachal Pradesh","116","10","2.1","2.1","0.0","43","0.0"
"","Assam","1423","70","23.1","18.1","0.2","268","0.9"
"","Manipur","159","9","2.2","2.5","-0.3","35","0.0"
"","Meghalaya","283","5","5.5","2.1","-0.1","40","0.0"
"","Mizoram","84","1","1.5","1.3","0.0","45","0.0"
"","Nagaland","117","7","2.0","1.7","-0.2","28","0.0"
"","Tripura","221","5","3.9","1.8","0.8","57","0.0"
