"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6673","0","138.4","63.2","-0.5","135","0.0"
"","Haryana","7263","18","140.2","69.8","2.1","322","1.0"
"","Rajasthan","9638","0","205.2","66.1","2.6","620","0.0"
"","Delhi","4796","0","97.8","75.7","-0.7","206","0.0"
"","UP","16495","450","347.0","111.6","4.3","678","0.0"
"","Uttarakhand","1774","0","37.8","18.6","0.2","86","0.0"
"","HP","1240","0","23.4","11.1","-0.1","140","0.0"
"","J&K","2185","546","42.3","24.6","6.6","506","10.0"
"","Chandigarh","206","0","4.2","4.5","-0.3","10","0.0"
"WR","Chhattisgarh","3602","0","82.3","20.5","-1.0","321","0.0"
"","Gujarat","14745","0","334.5","158.1","1.9","530","0.0"
"","MP","8066","0","178.5","68.9","-4.0","198","0.0"
"","Maharashtra","21758","0","493.4","143.4","3.1","473","0.0"
"","Goa","500","0","10.8","9.3","0.8","49","0.0"
"","DD","313","0","7.2","6.7","0.5","39","0.0"
"","DNH","738","0","17.5","16.9","0.6","46","0.0"
"","Essar steel","95","0","1.7","1.2","0.5","5","0.0"
"SR","Andhra Pradesh","8437","0","179.1","60.6","1.0","538","0.0"
"","Telangana","6957","0","155.5","58.7","-0.3","324","0.0"
"","Karnataka","9519","0","208.5","75.2","0.2","416","0.0"
"","Kerala","3721","0","72.2","50.0","1.3","212","0.0"
"","Tamil Nadu","14199","0","333.0","168.9","0.7","395","0.0"
"","Pondy","348","0","8.3","8.0","0.3","62","0.0"
"ER","Bihar","4344","0","79.0","76.8","-2.4","50","0.0"
"","DVC","3033","0","69.2","-49.6","-0.2","250","0.0"
"","Jharkhand","1056","0","20.7","18.2","-0.2","180","0.0"
"","Odisha","3685","0","71.8","26.6","0.5","150","0.0"
"","West Bengal","7354","0","144.8","19.7","1.6","280","0.0"
"","Sikkim","87","0","1.3","1.4","-0.2","20","0.0"
"NER","Arunachal Pradesh","109","11","2.0","1.9","0.2","26","0.0"
"","Assam","1395","80","20.6","16.0","-0.1","106","1.4"
"","Manipur","145","13","1.8","2.3","-0.5","27","0.0"
"","Meghalaya","263","12","5.5","3.0","-0.1","36","0.0"
"","Mizoram","80","9","1.6","1.3","-0.1","1","0.0"
"","Nagaland","121","4","2.1","2.0","0.0","27","0.0"
"","Tripura","211","28","3.0","2.8","-0.8","74","0.2"
