"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10586","0","235.5","129.7","-0.2","144","0.0"
"","Haryana","9044","0","193.4","124.0","1.2","255","0.0"
"","Rajasthan","10398","0","228.5","88.0","6.9","486","3.9"
"","Delhi","5923","0","112.9","88.2","-0.7","163","0.1"
"","UP","17259","570","365.3","172.0","2.6","570","0.0"
"","Uttarakhand","1839","0","40.6","13.9","0.7","164","0.0"
"","HP","1322","0","27.8","-0.1","2.0","135","0.0"
"","J&K","2016","504","35.6","14.6","-1.1","187","9.4"
"","Chandigarh","254","0","5.2","5.8","-0.6","18","0.0"
"WR","Chhattisgarh","3594","0","82.0","21.1","-0.3","136","0.0"
"","Gujarat","15108","0","330.2","78.4","-1.8","525","0.0"
"","MP","7525","0","167.9","92.5","-0.6","407","0.0"
"","Maharashtra","18237","0","404.0","112.6","-7.1","544","0.0"
"","Goa","409","0","8.7","8.6","0.1","50","0.0"
"","DD","320","0","7.3","6.7","0.7","70","0.0"
"","DNH","737","0","16.9","16.5","0.4","70","0.0"
"","Essar steel","344","0","6.7","5.7","1.0","231","0.0"
"SR","Andhra Pradesh","6397","0","144","22","1.0","513","0.0"
"","Telangana","7470","0","149","72","-1.2","328","0.0"
"","Karnataka","7784","0","164","55","-0.1","387","0.0"
"","Kerala","3303","0","64","48","1.7","281","0.0"
"","Tamil Nadu","11767","0","262","77","2.1","782","0.0"
"","Pondy","315","0","7","7","-0.4","46","0.0"
"ER","Bihar","4287","0","76.3","71.7","0.4","402","0.7"
"","DVC","2845","0","62.5","-25.7","2.1","385","0.0"
"","Jharkhand","1230","0","23.0","16.3","-1.2","145","0.0"
"","Odisha","3980","0","79.6","22.4","4.6","435","0.0"
"","West Bengal","7651","0","145.4","55.4","-1.4","358","0.0"
"","Sikkim","86","0","1.1","1.0","0.1","20","0.0"
"NER","Arunachal Pradesh","120","2","2.2","2.7","-0.6","12","0.0"
"","Assam","1612","125","28.7","22.1","1.5","200","1.2"
"","Manipur","161","3","2.1","2.3","-0.2","38","0.0"
"","Meghalaya","268","0","3.8","-0.9","-1.4","22","0.0"
"","Mizoram","76","2","1.3","1.2","0.0","7","0.0"
"","Nagaland","110","5","2.2","1.9","0.1","30","0.0"
"","Tripura","252","2","4.2","3.0","0.2","77","0.1"
