"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5113","288","103.5","50.1","0.6","112"
"","Haryana","5225","0","101.2","47.1","-2.4","348"
"","Rajasthan","6360","0","145.9","53.1","-2.8","48"
"","Delhi","3692","0","78.4","53.9","-3.2","6"
"","UP","9871","1500","227.3","87.6","-3.9","151"
"","Uttarakhand","1596","75","32.3","18.5","-0.1","145"
"","HP","1219","0","24.2","14.0","-2.0","42"
"","J&K","1622","100","31.4","22.7","-2.1","86"
"","Chandigarh","215","0","4.3","4.4","-0.1","28"
"WR","Chhattisgarh","3107","230","69.1","16.4","4.9","344"
"","Gujarat","11443","94","261.2","38.7","-2.0","425"
"","MP","7222","38","141.0","64.1","-0.3","261"
"","Maharashtra","16799","722","370.2","124.8","14.3","1100"
"","Goa","368","32","7.9","7.4","0.1","64"
"","DD","269","1","6.2","5.3","0.9","38"
"","DNH","602.5","3","14.3","13.3","1.0","43"
"SR","Andhra Pradesh","10395","2500","232.3","75.0","-0.8","278"
"","Karnataka","7557","1000","164.2","24.1","1.2","231"
"","Kerala","2840","500","59.7","34.6","1.9","348"
"","Tamil Nadu","10109","1699","231.6","77.8","2.8","428"
"","Pondy","313","0","6.6","7.6","-0.9","5"
"ER","Bihar","1528","400","31.6","31.7","-0.2","150"
"","DVC","2604","0","59.1","-24.6","-1.5","100"
"","Jharkhand","989","0","20.2","9.4","0.3","95"
"","Odisha","3531","0","69.4","9.8","-0.2","130"
"","West Bengal","6127","10","120.6","36.1","3.9","240"
"","Sikkim","91","0","1.3","1.1","0.2","0"
"NER","Arunachal Pradesh","94","1","1.2","1.0","0.2","58"
"","Assam","905","254","16.1","10.4","0.9","448"
"","Manipur","74","5","1.2","0.9","0.2","37"
"","Meghalaya","235","35","3.8","2.4","0.2","98"
"","Mizoram","52","3","1.0","0.8","0.3","29"
"","Nagaland","78","2","1.3","1.2","0.1","43"
"","Tripura","182","40","3.1","1.1","0.2","23"
