"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5460","0","100.8","30.5","-0.5","170","0.0"
"","Haryana","6010","0","109.5","64.1","1.7","215","0.1"
"","Rajasthan","10943","79","204.0","69.2","0.6","231","0.3"
"","Delhi","3269","0","60.2","46.7","-1.5","148","0.0"
"","UP","12585","0","269.5","86.6","0.0","221","1.2"
"","Uttarakhand","1865","0","34.8","17.7","-0.1","128","0.0"
"","HP","1491","0","27.8","19.1","1.4","252","0.1"
"","J&K","1963","491","42.0","36.0","1.4","172","9.9"
"","Chandigarh","183","0","3.2","3.4","-0.2","14","0.0"
"WR","Chhattisgarh","3269","0","68.0","1.7","-0.4","189","0.6"
"","Gujarat","14224","0","304.7","86.3","1.9","330","0.0"
"","MP","9370","0","233.5","161.8","1.4","683","0.0"
"","Maharashtra","20794","0","425.3","154.5","1.2","313","0.0"
"","Goa","414","0","9.4","8.7","0.2","52","0.0"
"","DD","321","0","7.2","6.3","1.0","92","0.0"
"","DNH","746","0","17.2","16.1","1.1","93","0.0"
"","Essar steel","516","0","10.5","10.2","0.3","209","0.0"
"SR","Andhra Pradesh","7957","0","160.2","62.6","-2.2","343","0.0"
"","Telangana","6790","0","144.5","60.0","-2.4","312","0.0"
"","Karnataka","9488","0","202.9","92.9","5.0","553","0.0"
"","Kerala","3605","0","68.6","53.7","0.7","133","0.0"
"","Tamil Nadu","13194","0","273.0","155.2","-0.4","698","0.0"
"","Pondy","330","0","6.5","7.0","-0.5","31","0.0"
"ER","Bihar","3573","0","61.1","53.5","1.8","250","0.0"
"","DVC","2935","0","64.8","-35.0","-2.0","150","0.0"
"","Jharkhand","1012","0","21.8","14.9","0.3","130","0.0"
"","Odisha","4173","0","77.6","36.5","5.6","550","0.0"
"","West Bengal","6142","0","99.4","15.0","2.4","470","0.0"
"","Sikkim","99","0","1.4","1.5","-0.1","22","0.0"
"NER","Arunachal Pradesh","121","1","2.1","1.8","0.3","3","0.0"
"","Assam","1425","40","22.5","17.5","0.9","68","0.8"
"","Manipur","175","2","2.3","2.6","-0.2","20","0.0"
"","Meghalaya","324","0","5.7","2.8","-0.1","74","0.0"
"","Mizoram","85","1","1.4","1.0","0.4","21","0.0"
"","Nagaland","110","2","1.9","1.4","0.1","18","0.0"
"","Tripura","218","0","4.2","1.7","0.7","7","0.0"
