"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4962","0","99.3","49.4","-1.4","68","0.0"
"","Haryana","6280","0","116.7","79.2","-0.6","198","0.0"
"","Rajasthan","13298","0","231.0","72.1","0.7","419","0.0"
"","Delhi","3729","0","60.3","45.4","-1.6","156","0.0"
"","UP","15938","0","282.3","115.1","1.4","1292","0.0"
"","Uttarakhand","1901","0","33.5","21.3","0.4","208","0.0"
"","HP","1511","0","26.6","20.7","-1.5","79","0.0"
"","J&K(UT) and Ladakh(UT)","2266","567","49.9","45.7","-1.2","209","11.8"
"","Chandigarh","226","0","4.1","3.8","0.2","41","0.0"
"WR","Chhattisgarh","3742","0","80.0","36.6","-1.4","252","0.0"
"","Gujarat","14584","0","312.7","92.6","2.6","411","0.0"
"","MP","13882","0","254.5","150.7","-3.5","467","0.0"
"","Maharashtra","20031","0","424.1","132.3","-1.3","615","0.0"
"","Goa","433","0","8.7","8.8","-0.4","23","0.0"
"","DD","292","0","4.8","4.6","0.2","72","0.0"
"","DNH","768","0","14.9","14.9","0.0","131","0.0"
"","Essar steel","777","0","5.4","5.6","-0.2","223","0.0"
"SR","Andhra Pradesh","8914","0","178.7","66.7","-0.4","380","0.0"
"","Telangana","10367","0","208.0","99.2","0.2","615","0.0"
"","Karnataka","11282","0","214.7","57.6","-1.1","403","0.0"
"","Kerala","3221","0","65.3","54.5","0.6","146","0.0"
"","Tamil Nadu","12574","0","270.3","145.2","-0.3","525","0.0"
"","Pondy","291","0","6.3","6.4","-0.1","40","0.0"
"ER","Bihar","4651","0","82.8","79.6","1.2","183","0.0"
"","DVC","3122","0","64.3","-32.3","-0.4","246","0.0"
"","Jharkhand","1267","0","26.6","16.9","0.1","96","0.0"
"","Odisha","3763","0","70.1","10.8","0.2","223","0.0"
"","West Bengal","5676","0","107.5","25.5","-0.6","268","0.0"
"","Sikkim","145","0","2.1","1.6","0.4","68","0.0"
"NER","Arunachal Pradesh","122","1","2.3","2.0","0.1","51","0.0"
"","Assam","1255","10","22.2","18.7","1.1","129","0.5"
"","Manipur","210","1","2.8","3.1","-0.3","24","0.0"
"","Meghalaya","362","0","6.5","5.7","-0.2","36","0.3"
"","Mizoram","102","1","1.9","1.6","-0.2","20","0.0"
"","Nagaland","128","2","2.3","2.1","0.0","33","0.0"
"","Tripura","218","3","3.3","3.5","-0.1","53","0.0"
