"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7391","0","160.1","71.0","-0.7","99"
"","Haryana","7610","0","158.7","92.1","-0.1","226"
"","Rajasthan","9168","0","201.1","60.3","-1.5","171"
"","Delhi","4439","0","91.2","77.7","-0.7","208"
"","UP","12992","3435","292.1","130.9","1.7","426"
"","Uttarakhand","1837","0","37.1","18.1","2.4","229"
"","HP","1323","0","25.5","15.4","0.1","89"
"","J&K","1938","485","37.3","25.3","0.2","230"
"","Chandigarh","237","0","4.6","4.6","0.3","13"
"WR","Chhattisgarh","3721","148","86.6","37.2","1.8","282"
"","Gujarat","14197","0","323.2","66.5","-1.3","168"
"","MP","9057","0","203.0","112.1","-1.8","171"
"","Maharashtra","19077","460","428.3","118.8","-1.2","319"
"","Goa","437","0","9.1","8.1","0.6","29"
"","DD","294","0","5.4","5.7","-0.3","26"
"","DNH","708","0","16.2","16.3","-0.2","31"
"","Essar steel","217","0","4.2","3.8","0.4","104"
"SR","Andhra Pradesh","6125","0","133.4","19.4","1.2","371"
"","Telangana","6650","0","149.5","107.4","-1.3","322"
"","Karnataka","6499","1300","142.7","26.1","4.0","575"
"","Kerala","3263","200","58.6","37.8","0.3","310"
"","Tamil Nadu","13002","0","277.0","120.6","-0.2","462"
"","Pondy","312","0","6.6","6.6","0.0","35"
"ER","Bihar","3390","200","70.3","69.2","-1.3","345"
"","DVC","2517","0","58.3","-12.2","0.6","305"
"","Jharkhand","1090","30","23.6","12.2","-0.5","98"
"","Odisha","3592","0","69.4","18.3","1.8","385"
"","West Bengal","7542","0","156.3","55.1","3.1","415"
"","Sikkim","77","0","1.2","0.8","0.3","20"
"NER","Arunachal Pradesh","99","1","1.9","1.8","0.1","35"
"","Assam","1285","194","24.3","16.7","2.8","184"
"","Manipur","128","2","2.0","2.0","0.0","30"
"","Meghalaya","274","1","5.0","1.1","-0.1","67"
"","Mizoram","73","2","1.1","1.2","-0.2","15"
"","Nagaland","97","2","1.7","1.6","0.0","17"
"","Tripura","224","2","3.3","2.0","0.0","25"
