"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5954","0","114.0","52.8","-1.3","18","0.0"
"","Haryana","6591","0","125.4","89.3","0.6","218","0.8"
"","Rajasthan","13082","0","234.8","66.8","0.8","314","0.0"
"","Delhi","4486","0","74.8","57.6","-0.4","226","0.0"
"","UP","14518","310","271.7","106.2","-0.7","935","2.6"
"","Uttarakhand","2078","0","38.8","21.6","-0.4","168","0.0"
"","HP","1684","0","30.4","23.1","0.1","185","0.0"
"","J&K(UT) and Ladakh(UT)","2589","647","50.9","42.5","3.0","402","12.0"
"","Chandigarh","268","0","4.4","4.1","0.3","30","0.0"
"WR","Chhattisgarh","3648","0","77.9","17.3","0.1","304","0.0"
"","Gujarat","15869","0","332.8","94.8","2.0","634","0.0"
"","MP","12902","0","236.3","124.6","-2.3","489","0.0"
"","Maharashtra","21404","0","443.7","139.8","-0.2","538","0.0"
"","Goa","530","0","11.5","11.4","-0.5","52","0.0"
"","DD","325","0","6.4","5.7","0.7","58","0.0"
"","DNH","796","0","18.6","18.6","0.0","41","0.0"
"","Essar steel","297","0","5.4","5.5","-0.1","275","0.0"
"SR","Andhra Pradesh","8151","0","167.6","67.8","0.5","583","0.0"
"","Telangana","10591","0","214.2","108.2","-0.2","420","0.0"
"","Karnataka","11215","0","204.9","51.4","0.4","755","0.0"
"","Kerala","3498","0","71.7","56.1","1.2","228","0.0"
"","Tamil Nadu","13689","0","281.8","148.2","1.2","516","0.0"
"","Pondy","355","0","7.1","7.4","-0.3","40","0.0"
"ER","Bihar","4127","0","71.7","71.3","-1.0","200","0.0"
"","DVC","3160","0","64.1","-35.2","-0.4","90","0.0"
"","Jharkhand","1298","0","24.6","15.2","0.0","130","0.0"
"","Odisha","3701","0","67.0","10.5","-0.8","250","0.0"
"","West Bengal","6081","0","109.4","33.1","-0.6","300","0.0"
"","Sikkim","131","0","1.9","1.7","0.2","25","0.0"
"NER","Arunachal Pradesh","117","2","2.1","1.8","0.2","41","0.0"
"","Assam","1380","12","22.1","18.1","-0.2","97","0.3"
"","Manipur","184","1","2.8","3.0","-0.2","29","0.0"
"","Meghalaya","361","0","6.1","3.0","0.5","71","0.1"
"","Mizoram","110","1","1.9","1.1","0.5","33","0.0"
"","Nagaland","134","2","2.2","2.3","-0.3","45","0.0"
"","Tripura","229","5","3.4","1.6","-0.7","15","0.0"
