"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6989","0","153.4","87.3","0.1","119"
"","Haryana","6135","0","123.6","63.6","1.8","852"
"","Rajasthan","6226","0","132.7","74.1","-2.3","192"
"","Delhi","3743","0","77.7","62.9","-3.4","183"
"","UP","9484","2130","202.0","97.3","-5.0","542"
"","Uttarakhand","1492","60","31.0","15.2","-1.0","64"
"","HP","1203","0","23.5","6.7","1.7","324"
"","J&K","1609","100","29.0","16.1","-0.7","121"
"","Chandigarh","228","0","4.5","4.6","-0.1","21"
"WR","Chhattisgarh","2642","34","60.0","18.7","-0.8","379"
"","Gujarat","9690","74","210.4","43.6","1.9","384"
"","MP","5928","26","116.8","51.4","-4.1","383"
"","Maharashtra","14641","135","325.0","97.8","-1.9","438"
"","Goa","349","2","7.8","6.8","0.6","46"
"","DD","261","1","6.0","5.8","0.2","64"
"","DNH","618","3","15.0","14.7","0.2","50"
"","Essar steel","285","0","6.0","6.3","-0.3","51"
"SR","Andhra Pradesh","10023","1200","234.4","80.0","1.6","465"
"","Karnataka","7955","300","160.3","12.0","-0.5","130"
"","Kerala","2978","550","57.6","14.8","2.0","326"
"","Tamil Nadu","11850","633","262.2","61.2","-1.5","312"
"","Pondy","286","70","5.8","5.2","0.5","54"
"ER","Bihar","2144","0","44.8","44.1","0.7","50"
"","DVC","2571","0","57.4","-23.0","1.2","235"
"","Jharkhand","872","0","19.6","14.2","-0.5","29"
"","Odisha","3805","0","71.9","15.2","-0.4","240"
"","West Bengal","6677","0","119.0","27.5","5.1","425"
"","Sikkim","91","0","1.2","1.2","0.0","8"
"NER","Arunachal Pradesh","91","2","1.4","1.2","0.1","46"
"","Assam","1202","102","22.9","13.6","4.1","163"
"","Manipur","101","9","1.3","1.9","-0.6","28"
"","Meghalaya","205","8","4.6","1.7","-0.1","86"
"","Mizoram","48","10","1.1","1.0","-0.1","26"
"","Nagaland","92","3","1.3","1.2","0.0","20"
"","Tripura","173","49","2.9","1.0","0.4","45"
