"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6760","0","141.0","100.6","0.1","193","0.0"
"","Haryana","6699","34","125.4","98.0","4.7","624","0.0"
"","Rajasthan","8274","0","176.4","65.9","2.2","336","0.0"
"","Delhi","4617","0","89.5","66.2","-1.3","40","0.0"
"","UP","16821","0","340.4","155.3","1.8","623","0.0"
"","Uttarakhand","1608","0","33.0","11.8","-0.4","151","0.0"
"","HP","1113","0","21.8","-3.5","0.0","58","0.0"
"","J&K","1856","464","40.1","15.1","-1.0","209","9.5"
"","Chandigarh","225","0","4.5","5.3","-0.9","0","0.0"
"WR","Chhattisgarh","3760","24","89.0","28.8","1.2","380","0.3"
"","Gujarat","10713","0","243.4","51.9","-1.5","287","0.0"
"","MP","7614","0","167.3","103.8","-0.4","413","0.1"
"","Maharashtra","17078","0","385.7","128.6","-0.2","440","0.0"
"","Goa","388","0","8.3","7.7","0.6","46","0.0"
"","DD","268","0","6.3","6.2","0.1","34","0.0"
"","DNH","720","0","16.6","17.0","-0.4","14","0.0"
"","Essar steel","99","0","2.0","1.6","0.4","126","0.0"
"SR","Andhra Pradesh","6853","0","150","43","1.1","401","0.0"
"","Telangana","8768","0","182","89","-3.7","433","0.0"
"","Karnataka","7360","0","158","67","2.1","432","0.0"
"","Kerala","3038","0","61","44","1.0","217","0.0"
"","Tamil Nadu","11300","0","247","117","0.8","476","0.0"
"","Pondy","308","0","7","7","-0.3","27","0.0"
"ER","Bihar","4218","0","77.7","73.5","-1.6","215","0.0"
"","DVC","2898","0","63.6","-20.4","2.0","275","0.9"
"","Jharkhand","1202","0","24.3","17.6","-0.6","100","0.0"
"","Odisha","4008","0","71.3","28.2","-0.6","250","0.5"
"","West Bengal","7518","0","135.0","39.8","4.8","350","0.1"
"","Sikkim","72","0","0.9","1.2","-0.4","12","0.0"
"NER","Arunachal Pradesh","112","2","2.0","2.2","-0.2","27","0.0"
"","Assam","1519","99","28.6","21.2","2.2","126","1.3"
"","Manipur","142","2","2.1","2.4","-0.3","12","0.0"
"","Meghalaya","246","0","4.7","-0.9","-1.3","76","0.0"
"","Mizoram","72","1","1.2","1.3","-0.1","30","0.0"
"","Nagaland","107","0","2.2","1.9","0.1","28","0.0"
"","Tripura","192","5","3.6","3.3","0.2","84","0.2"
