"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8441","0","184.8","122.9","-1.2","129"
"","Haryana","7147","0","144.0","119.0","-3.5","117"
"","Rajasthan","7618","0","173.6","54.7","2.9","513"
"","Delhi","4558","0","88.1","72.8","-1.4","167"
"","UP","11882","3680","276.8","138.7","0.5","407"
"","Uttarakhand","1723","0","35.9","12.6","-0.5","218"
"","HP","1054","0","22.3","-1.0","0.8","93"
"","J&K","1857","464","36.3","21.4","-0.2","162"
"","Chandigarh","257","0","4.9","5.3","0.3","13"
"WR","Chhattisgarh","3192","96","74.3","24.4","-0.1","234"
"","Gujarat","13548","0","302.6","45.4","-2.7","355"
"","MP","5824","0","112.1","71.8","-3.5","304"
"","Maharashtra","16267","210","373.0","128.3","4.6","510"
"","Goa","314","0","7.4","5.7","1.1","86"
"","DD","285","0","6.4","6.3","0.1","24"
"","DNH","675","0","16.1","16.3","-0.3","7"
"","Essar steel","432","0","7.6","8.6","-1.0","69"
"SR","Andhra Pradesh","6154","0","142.8","31.1","2.6","356"
"","Telangana","5619","0","129.0","87.3","-1.5","359"
"","Karnataka","7393","0","151.4","19.4","-0.9","316"
"","Kerala","2802","0","49.2","31.8","0.8","214"
"","Tamil Nadu","11814","0","261.3","89.4","2.8","548"
"","Pondy","298","0","6.5","6.6","-0.1","28"
"ER","Bihar","3022","100","61.2","59.4","-0.2","50"
"","DVC","2663","0","58.0","-19.3","-0.7","200"
"","Jharkhand","984","0","21.3","13.0","-0.8","80"
"","Odisha","3593","0","70.9","17.7","2.8","300"
"","West Bengal","6583","0","118.0","45.1","1.6","200"
"","Sikkim","48","0","0.7","0.9","-0.2","10"
"NER","Arunachal Pradesh","90","2","1.0","1.5","-0.5","50"
"","Assam","1218","154","25.5","18.2","3.5","229"
"","Manipur","121","1","1.7","1.7","-0.1","40"
"","Meghalaya","255","1","4.5","0.9","-0.7","30"
"","Mizoram","68","2","1.2","0.8","0.3","30"
"","Nagaland","128","2","1.7","1.4","0.3","76"
"","Tripura","212","4","3.5","-0.1","1.7","70"
