"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4317","0","72.6","39.5","-2.0","1066"
"","Haryana","5214","0","89.9","60.3","0.3","782"
"","Rajasthan","7636","0","164.4","56.4","1.1","427"
"","Delhi","2724","0","52.3","39.9","-1.7","0"
"","UP","10075","1750","222.9","89.8","-2.8","898"
"","Uttarakhand","1465","0","24.7","15.2","-1.3","98"
"","HP","1028","0","17.4","10.5","-1.8","270"
"","J&K","1630","100","29.9","25.0","-4.4","318"
"","Chandigarh","177","0","3.2","3.4","-0.2","0"
"WR","Chhattisgarh","2906","49","65.4","14.7","-0.9","324"
"","Gujarat","10781","0","233.5","46.0","-1.1","798"
"","MP","6363","0","134.7","65.7","-0.2","406"
"","Maharashtra","17282","85","368.3","105.9","5.9","880"
"","Goa","448","0","8.3","7.2","0.3","102"
"","DD","226","0","4.6","4.4","0.2","17"
"","DNH","528","0","10.6","10.9","-0.3","10"
"","Essar steel","542","0","11.4","12.0","-0.6","102"
"SR","Andhra Pradesh","12027","1000","272.9","97.5","5.8","499"
"","Karnataka","8385","800","190.8","23.4","3.6","442"
"","Kerala","3588","0","66.4","33.7","2.0","232"
"","Tamil Nadu","11782","696","262.3","92.1","-0.8","552"
"","Pondy","306","0","6.0","6.1","-0.1","85"
"ER","Bihar","2133","200","42.1","39.4","0.3","130"
"","DVC","2504","0","52.0","-18.4","-2.0","190"
"","Jharkhand","875","0","19.7","9.6","-0.4","50"
"","Odisha","3747","0","71.0","12.6","0.7","315"
"","West Bengal","6924","140","123.2","46.5","1.5","540"
"","Sikkim","84","0","1.5","1.4","0.2","34"
"NER","Arunachal Pradesh","110","5","1.6","1.4","0.2","33"
"","Assam","1042","146","19.0","12.6","2.0","157"
"","Manipur","112","8","1.6","1.6","0.0","34"
"","Meghalaya","258","12","3.7","3.2","0.0","59"
"","Mizoram","73","2","1.1","1.0","-0.1","22"
"","Nagaland","86","11","1.6","1.5","-0.3","45"
"","Tripura","202","1","2.9","0.5","0.0","43"
