"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5906","0","125.9","45.1","-1.1","121","0.0"
"","Haryana","6775","175","129.4","101.9","-0.4","159","0.5"
"","Rajasthan","9879","0","215.1","54.7","-1.9","218","0.0"
"","Delhi","4304","0","91.0","75.7","-0.6","148","0.0"
"","UP","17298","0","340.6","156.4","-1.0","484","0.0"
"","Uttarakhand","1791","0","37.9","14.9","0.4","145","0.0"
"","HP","1387","0","25.3","8.1","1.2","203","0.0"
"","J&K","2070","518","41.0","28.6","2.3","332","9.7"
"","Chandigarh","189","0","4.0","4.1","-0.1","14","0.0"
"WR","Chhattisgarh","4491","0","100.4","45.6","-5.1","667","0.0"
"","Gujarat","16552","0","379.9","119.3","4.4","459","0.0"
"","MP","9811","0","212.3","95.3","-2.5","543","0.0"
"","Maharashtra","22279","0","500.8","146.2","-2.0","603","0.0"
"","Goa","521","0","13.7","11.2","1.9","47","0.0"
"","DD","340","0","7.5","7.1","0.4","53","0.0"
"","DNH","808","0","19.0","18.9","0.1","75","0.0"
"","Essar steel","248","0","5.3","5.3","0.0","174","0.0"
"SR","Andhra Pradesh","8943","0","195.9","59.1","-0.5","366","0.0"
"","Telangana","9242","0","205.5","75.7","-0.4","389","0.0"
"","Karnataka","11773","0","233.5","79.2","-0.7","576","0.0"
"","Kerala","4101","0","84.0","60.3","0.6","164","0.0"
"","Tamil Nadu","16047","0","362.8","202.0","-0.3","393","0.0"
"","Pondy","429","0","8.9","9.0","-0.1","50","0.0"
"ER","Bihar","4506","0","75.0","70.5","-0.6","300","0.0"
"","DVC","3022","0","69.7","-52.3","-0.2","200","0.0"
"","Jharkhand","974","107","22.5","17.0","-0.3","110","0.3"
"","Odisha","4517","0","89.0","28.2","2.4","472","0.0"
"","West Bengal","7871","0","135.1","42.9","0.4","300","0.0"
"","Sikkim","96","0","1.3","1.5","-0.2","20","0.0"
"NER","Arunachal Pradesh","136","2","2.1","2.4","-0.3","39","0.0"
"","Assam","1466","7","24.3","19.2","1.3","170","0.6"
"","Manipur","181","3","2.1","2.3","-0.3","24","0.0"
"","Meghalaya","337","0","6.1","4.5","0.0","40","0.0"
"","Mizoram","86","2","1.5","1.3","0.1","14","0.0"
"","Nagaland","138","3","2.0","2.0","0.1","31","0.0"
"","Tripura","222","12","3.0","1.7","-0.2","51","0.0"
