"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4313","0","88.6","58.6","-0.6","174"
"","Haryana","5591","0","94.3","73.5","-0.4","229"
"","Rajasthan","7318","0","163.0","62.4","1.8","202"
"","Delhi","3579","6","72.5","56.9","-0.4","169"
"","UP","10086","3125","232.6","96.0","2.0","539"
"","Uttarakhand","1707","40","33.6","20.5","2.4","243"
"","HP","1073","0","23.1","11.6","-1.4","86"
"","J&K","1822","364","31.6","20.8","-1.7","227"
"","Chandigarh","184","0","3.7","3.7","0.3","16"
"WR","Chhattisgarh","3461","96","78.6","24.7","0.0","302"
"","Gujarat","13023","0","293.3","62.5","3.6","367"
"","MP","6572","0","132.2","65.4","-1.8","449"
"","Maharashtra","17697","45","388.7","101.9","-4.7","487"
"","Goa","415","0","9.1","7.7","0.7","50"
"","DD","291","0","6.3","6.3","0.1","30"
"","DNH","709","0","16.5","16.3","0.6","60"
"","Essar steel","463","0","10.0","9.3","0.6","456"
"SR","Andhra Pradesh","5620","0","127.8","21.1","3.2","489"
"","Telangana","5252","137","118.0","76.0","1.0","245"
"","Karnataka","8208","300","171.8","29.1","3.1","358"
"","Kerala","3170","40","62.7","39.8","1.3","266"
"","Tamil Nadu","10798","917","246.5","108.0","-4.3","362"
"","Pondy","322","0","6.9","7.0","-0.1","35"
"ER","Bihar","2705","0","50.4","49.4","-3.3","200"
"","DVC","2506","0","55.5","-16.4","-0.8","200"
"","Jharkhand","1040","0","21.6","10.1","-0.9","50"
"","Odisha","3892","0","76.6","20.2","3.1","600"
"","West Bengal","7283","0","142.5","40.5","0.1","100"
"","Sikkim","89","0","1.3","1.1","0.2","30"
"NER","Arunachal Pradesh","84","3","1.1","1.3","-0.2","30"
"","Assam","1181","130","23.5","14.3","4.6","200"
"","Manipur","120","2","2.3","2.1","0.2","48"
"","Meghalaya","256","4","4.7","3.9","-0.2","50"
"","Mizoram","80","1","1.2","1.0","0.2","27"
"","Nagaland","99","1","1.3","1.6","-0.3","32"
"","Tripura","208","30","2.9","1.4","-0.6","70"
