"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6535","0","147.9","106.6","-0.6","169","0.0"
"","Haryana","6368","0","130.8","99.2","-0.4","201","0.0"
"","Rajasthan","9005","549","172.5","58.8","2.0","431","0.7"
"","Delhi","4498","0","93.1","82.8","-2.3","148","0.0"
"","UP","17014","350","337.3","143.7","1.8","560","0.0"
"","Uttarakhand","1901","0","38.0","16.6","-0.8","232","0.0"
"","HP","1233","4","25.6","3.7","1.2","228","0.0"
"","J&K","1820","455","35.1","13.8","-1.0","193","8.3"
"","Chandigarh","260","0","5.4","6.0","-0.6","2","0.0"
"WR","Chhattisgarh","3511","0","83.1","16.6","-0.1","182","0.0"
"","Gujarat","14621","0","308.6","87.5","1.9","454","0.0"
"","MP","8301","12","178.1","91.6","0.2","577","0.1"
"","Maharashtra","22216","0","483.1","137.6","4.8","623","0.0"
"","Goa","453","0","10.1","9.6","0.1","102","0.0"
"","DD","319","0","6.9","6.5","0.4","62","0.0"
"","DNH","765","0","17.1","17.5","-0.3","-3","0.0"
"","Essar steel","509","0","10.4","9.7","0.7","221","0.0"
"SR","Andhra Pradesh","7540","0","161.4","35.7","-0.1","921","0.0"
"","Telangana","6941","0","144.2","75.9","-4.0","226","0.0"
"","Karnataka","8331","0","175.1","74.0","0.6","574","0.0"
"","Kerala","3333","0","67.3","56.6","1.0","242","0.0"
"","Tamil Nadu","14511","0","310.9","133.1","3.4","1005","0.0"
"","Pondy","376","0","8.0","8.3","-0.4","23","0.0"
"ER","Bihar","3851","0","76.9","75.6","-2.2","200","0.0"
"","DVC","2802","0","63.9","-46.0","-1.7","220","0.0"
"","Jharkhand","1208","0","22.6","19.4","-1.5","80","0.0"
"","Odisha","4234","0","85.8","27.5","1.1","220","0.0"
"","West Bengal","7797","0","146.9","42.0","0.9","225","0.0"
"","Sikkim","69","0","1.2","1.0","0.2","12","0.0"
"NER","Arunachal Pradesh","106","2","1.9","1.8","0.1","35","0.0"
"","Assam","1565","51","23.6","19.1","0.8","144","1.4"
"","Manipur","149","1","2.4","2.2","0.2","7","0.0"
"","Meghalaya","246","0","3.9","2.8","-0.2","18","0.0"
"","Mizoram","71","3","1.3","1.3","0.0","13","0.0"
"","Nagaland","109","1","2.4","2.1","0.2","34","0.0"
"","Tripura","248","6","4.7","3.1","0.6","21","0.0"
