"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9275","0","212.5","136.3","-0.9","113","0.0"
"","Haryana","7665","0","152.0","135.3","1.1","223","0.0"
"","Rajasthan","9009","0","198.9","72.2","1.1","310","0.0"
"","Delhi","5290","0","94.6","84.7","-0.7","320","0.0"
"","UP","14739","0","300.3","167.4","0.8","315","0.0"
"","Uttarakhand","1681","0","32.3","25.4","0.1","307","0.6"
"","HP","1131","0","23.6","-4.5","3.6","276","0.0"
"","J&K","2578","455","40.6","19.4","-4.4","837","9.6"
"","Chandigarh","253","0","4.8","5.6","-0.8","9","0.0"
"WR","Chhattisgarh","3714","0","85.4","13.2","0.5","331","0.5"
"","Gujarat","12917","0","288.2","75.4","5.7","875","0.0"
"","MP","7602","0","165.7","76.5","0.5","430","0.0"
"","Maharashtra","18140","0","406.8","112.3","1.8","657","0.0"
"","Goa","444","0","8.9","7.7","0.5","44","0.0"
"","DD","290","0","6.4","5.6","0.8","89","0.0"
"","DNH","684","0","16.1","15.7","0.4","48","0.0"
"","Essar steel","516","0","10.2","10.2","0.0","253","0.0"
"SR","Andhra Pradesh","8163","0","179.4","24.6","0.6","456","0.0"
"","Telangana","9470","0","210.3","103.9","0.0","467","0.0"
"","Karnataka","8297","0","172.5","55.8","1.0","412","0.0"
"","Kerala","3104","0","60.4","19.7","0.2","209","0.0"
"","Tamil Nadu","13346","0","307.0","92.9","-2.6","520","0.0"
"","Pondy","346","0","7.4","7.7","-0.3","19","0.0"
"ER","Bihar","4279","0","72.4","72.2","-0.2","345","0.0"
"","DVC","2908","0","67.7","-39.9","0.8","312","0.0"
"","Jharkhand","1029","0","21.9","18.5","-0.6","156","0.0"
"","Odisha","4515","0","91.7","53.3","2.7","385","0.0"
"","West Bengal","7649","0","158.1","43.7","4.8","402","0.0"
"","Sikkim","77","0","1.5","1.3","0.2","25","0.0"
"NER","Arunachal Pradesh","100","2","2.4","2.7","-0.3","55","0.0"
"","Assam","1662","38","31.0","25.0","1.6","178","0.8"
"","Manipur","172","0","2.2","2.4","-0.2","20","0.0"
"","Meghalaya","310","0","5.8","1.3","-0.2","24","0.0"
"","Mizoram","73","2","1.2","0.8","0.0","8","0.0"
"","Nagaland","114","1","2.2","2.0","-0.2","9","0.0"
"","Tripura","254","2","4.6","5.7","0.2","40","0.0"
