"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5102","0","98.1","43.4","1.7","186"
"","Haryana","5878","0","106.1","40.8","0.7","354"
"","Rajasthan","8637","0","180.6","71.9","-3.9","343"
"","Delhi","2791","0","50.3","35.9","-3.6","140"
"","UP","10025","2860","202.0","89.9","-0.4","640"
"","Uttarakhand","1587","125","29.0","19.7","0.8","255"
"","HP","1320","0","24.1","16.9","1.5","125"
"","J&K","1860","100","38.7","29.2","2.6","215"
"","Chandigarh","184","0","3.4","3.2","0.1","25"
"WR","Chhattisgarh","2880","105","58.5","17.5","-0.6","305"
"","Gujarat","11420","0","250.4","30.7","-2.2","421"
"","MP","9566","0","194.9","109.6","-2.9","98"
"","Maharashtra","16764","536","361.6","124.3","0.5","496"
"","Goa","406","0","8.2","7.2","0.2","65"
"","DD","248","0","5.9","5.9","0.0","10"
"","DNH","629","0","14.8","14.4","0.4","41"
"","Essar steel","385","0","7.8","7.4","0.4","60"
"SR","Andhra Pradesh","10443","125","229.2","89.5","1.9","362"
"","Karnataka","7916","300","167.1","16.6","0.5","354"
"","Kerala","3136","400","58.0","35.2","2.0","286"
"","Tamil Nadu","10655","820","228.2","71.4","0.8","289"
"","Pondy","294","0","5.7","6.1","-0.3","27"
"ER","Bihar","2070","300","37.5","33.4","1.7","150"
"","DVC","2512","300","62.1","-18.0","2.8","200"
"","Jharkhand","830","0","21.5","11.6","-0.2","120"
"","Odisha","3378","0","62.3","0.2","6.5","350"
"","West Bengal","6154","0","103.2","14.8","10.7","460"
"","Sikkim","126","0","2.3","1.3","1.0","40"
"NER","Arunachal Pradesh","105","10","1.2","1.3","0.0","44"
"","Assam","1025","96","18.8","11.7","2.2","249"
"","Manipur","102","5","1.4","1.7","-0.3","43"
"","Meghalaya","284","8","4.9","3.3","-0.1","55"
"","Mizoram","61","3","1.1","1.1","-0.2","11"
"","Nagaland","91","1","1.4","1.5","-0.3","22"
"","Tripura","175","21","3.4","0.0","1.0","66"
