"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","11026","0","245.8","138.9","-1.7","33","0.0"
"","Haryana","9139","0","186.0","152.2","0.9","298","0.0"
"","Rajasthan","10150","0","229.7","67.8","1.9","494","0.0"
"","Delhi","5612","0","111.7","95.6","-1.3","64","0.0"
"","UP","19034","440","362.8","157.5","1.7","635","3.4"
"","Uttarakhand","1953","0","39.8","13.4","-0.1","125","0.0"
"","HP","1393","0","28.7","-3.0","0.1","191","0.1"
"","J&K","1977","494","35.2","16.6","-4.4","116","8.4"
"","Chandigarh","267","0","5.4","6.5","-1.1","-9","0.0"
"WR","Chhattisgarh","3856","0","88.7","32.5","-0.7","174","0.0"
"","Gujarat","14203","0","319.9","76.5","2.9","442","0.0"
"","MP","7811","0","166.9","80.6","-2.4","436","0.0"
"","Maharashtra","19337","0","423.5","141.0","0.3","540","0.0"
"","Goa","541","0","10.2","10.3","-0.7","36","0.0"
"","DD","336","0","7.3","6.8","0.5","61","0.0"
"","DNH","812","0","18.8","18.8","0.0","50","0.0"
"","Essar steel","347","0","5.8","6.4","-0.6","288","0.0"
"SR","Andhra Pradesh","7700","0","175.5","18.4","1.1","428","0.0"
"","Telangana","10349","0","218.1","112.4","-0.1","549","0.0"
"","Karnataka","9027","0","172.7","31.6","-1.0","411","0.0"
"","Kerala","3247","0","62.9","41.2","1.8","225","0.0"
"","Tamil Nadu","13777","0","284.8","110.3","1.5","696","0.0"
"","Pondy","402","0","7.7","7.9","-0.2","41","0.0"
"ER","Bihar","5555","0","109.4","105.6","-0.4","230","0.0"
"","DVC","2833","0","58.3","-28.0","-1.9","300","0.0"
"","Jharkhand","1165","0","23.9","15.4","-0.7","160","0.0"
"","Odisha","4399","0","87.6","25.0","1.5","515","0.0"
"","West Bengal","8071","0","163.7","79.3","3.6","420","0.0"
"","Sikkim","90","0","0.8","1.3","-0.5","10","0.0"
"NER","Arunachal Pradesh","134","2","2.3","2.1","0.2","54","0.0"
"","Assam","1900","89","36.8","31.6","0.5","83","1.2"
"","Manipur","179","1","2.6","2.4","0.2","37","0.0"
"","Meghalaya","318","0","5.5","1.4","-0.1","57","0.0"
"","Mizoram","91","2","1.7","0.1","0.3","21","0.0"
"","Nagaland","128","1","2.3","2.2","-0.2","41","0.0"
"","Tripura","276","8","5.1","3.8","0.4","72","0.0"
