"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5358","0","110.0","26.0","-0.5","99","0.0"
"","Haryana","6156","0","113.8","64.3","0.5","166","0.0"
"","Rajasthan","11523","0","230.7","72.6","0.2","323","0.0"
"","Delhi","3387","0","62.9","48.0","0.0","132","0.0"
"","UP","12385","0","264.8","113.6","-0.4","267","0.0"
"","Uttarakhand","1847","0","35.8","23.9","1.3","143","0.0"
"","HP","1558","0","27.7","17.0","1.0","196","0.0"
"","J&K","2106","526","42.7","37.6","-3.4","66","10.8"
"","Chandigarh","184","0","3.2","2.8","0.4","66","0.0"
"WR","Chhattisgarh","3721","0","78.3","20.3","-2.6","69","0.0"
"","Gujarat","14635","0","316.9","123.9","3.2","999","0.0"
"","MP","13217","0","267.7","153.8","-4.0","472","0.0"
"","Maharashtra","21769","0","446.8","133.1","0.5","556","0.0"
"","Goa","480","0","10.0","10.1","-0.5","24","0.0"
"","DD","312","0","6.9","6.2","0.7","35","0.0"
"","DNH","646","0","14.6","14.2","0.3","61","0.0"
"","Essar steel","580","0","11.4","11.5","-0.1","292","0.0"
"SR","Andhra Pradesh","8129","0","180.5","62.6","1.4","428","0.0"
"","Telangana","8413","0","179.3","88.1","2.4","413","0.0"
"","Karnataka","10369","0","213.8","67.4","1.1","424","0.0"
"","Kerala","3048","0","67.9","51.5","0.7","240","0.0"
"","Tamil Nadu","12598","0","244.3","122.6","-0.3","407","0.0"
"","Pondy","327","0","5.6","6.0","-0.4","38","0.0"
"ER","Bihar","4146","0","71.1","70.9","-2.1","460","0.0"
"","DVC","3084","0","64.8","-26.7","1.1","396","0.0"
"","Jharkhand","1159","0","24.3","14.9","-1.0","169","0.0"
"","Odisha","4859","0","85.7","32.0","2.2","267","0.0"
"","West Bengal","6680","0","117.5","28.1","1.6","309","0.0"
"","Sikkim","99","0","1.4","1.8","-0.4","18","0.0"
"NER","Arunachal Pradesh","115","2","2.9","2.4","0.5","15","0.0"
"","Assam","1498","38","23.7","18.4","0.7","142","1.2"
"","Manipur","187","3","2.6","2.7","-0.2","33","0.0"
"","Meghalaya","306","0","5.6","5.3","-0.2","15","0.0"
"","Mizoram","85","2","1.7","0.9","0.4","9","0.0"
"","Nagaland","97","3","2.2","2.0","0.0","3","0.0"
"","Tripura","226","2","4.1","2.6","-0.3","-","0.0"
