"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10417","0","232.1","132.1","0.2","283","0.0"
"","Haryana","9350","0","193.8","135.6","0.5","340","0.0"
"","Rajasthan","8314","240","179.2","86.6","5.2","414","8.3"
"","Delhi","5677","0","114.3","88.2","0.9","262","0.0"
"","UP","17264","990","363.2","159.7","2.6","1167","0.0"
"","Uttarakhand","1820","0","39.6","12.3","0.2","150","0.0"
"","HP","1319","0","27.1","-1.9","2.7","183","0.0"
"","J&K","1913","478","39.1","14.7","-1.6","70","9.3"
"","Chandigarh","299","0","6.0","6.5","-0.5","22","0.0"
"WR","Chhattisgarh","3448","0","83.1","16.8","-1.3","157","0.0"
"","Gujarat","11056","0","248.6","48.2","-1.4","498","0.0"
"","MP","6729","0","142.0","71.9","-1.1","510","0.0"
"","Maharashtra","17084","0","381.2","84.9","-0.4","322","0.0"
"","Goa","390","0","8.4","8.3","-0.5","48","0.0"
"","DD","307","0","6.9","6.3","0.5","62","0.0"
"","DNH","689","0","15.7","16.1","-0.5","5","0.0"
"","Essar steel","483","0","10.4","9.8","0.6","150","0.0"
"SR","Andhra Pradesh","6383","0","140","22","1","283","0.0"
"","Telangana","7156","0","145","78","-3","208","0.0"
"","Karnataka","8029","0","174","71","2","325","0.0"
"","Kerala","3345","0","63","49","1","163","0.0"
"","Tamil Nadu","14021","0","296","109","-1","349","0.0"
"","Pondy","332","0","7","8","0","43","0.0"
"ER","Bihar","3964","300","78.7","73.8","3.2","250","0.9"
"","DVC","2941","0","64.4","-37.2","-0.2","300","0.0"
"","Jharkhand","1179","0","23.6","16.1","1.9","210","0.0"
"","Odisha","3991","0","79.0","24.5","2.3","250","0.0"
"","West Bengal","7899","0","146.4","43.5","2.5","380","0.0"
"","Sikkim","69","0","1.0","1.2","-0.2","5","0.0"
"NER","Arunachal Pradesh","100","3","1.9","2.9","-1.0","0","0.0"
"","Assam","1576","109","29.5","22.8","2.9","204","1.0"
"","Manipur","139","6","2.0","2.1","-0.1","5","0.1"
"","Meghalaya","254","0","4.5","-0.5","-0.3","15","0.0"
"","Mizoram","68","4","1.2","1.1","0.0","17","0.0"
"","Nagaland","105","5","1.9","2.1","-0.3","23","0.0"
"","Tripura","256","0","4.4","2.7","0.3","90","0.0"
