"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5107","0","94.6","45.7","0.3","196"
"","Haryana","5845","108","110.3","80.1","0.8","129"
"","Rajasthan","9878","0","203.0","66.1","2.7","283"
"","Delhi","3575","0","61.5","50.3","-1.0","225"
"","UP","12849","0","264.9","90.8","-0.5","273"
"","Uttarakhand","1889","0","34.4","21.6","-1.1","46"
"","HP","1411","0","27.3","20.0","-0.9","70"
"","J&K","2206","552","46.1","39.0","0.6","246"
"","Chandigarh","208","0","3.5","3.7","-0.2","8"
"WR","Chhattisgarh","3332","0","76.8","14.7","-1.4","100"
"","Gujarat","12960","0","275.7","73.6","-5.0","397"
"","MP","9539","0","204.0","121.7","0.3","335"
"","Maharashtra","20615","0","434.1","155.9","2.2","619"
"","Goa","516","0","9.3","8.4","0.3","78"
"","DD","278","0","4.9","4.8","0.1","32"
"","DNH","738","0","16.9","17.0","-0.1","16"
"","Essar steel","457","0","8.9","7.9","1.1","332"
"SR","Andhra Pradesh","7195","0","158.7","20.6","3.0","468"
"","Telangana","8407","0","170.0","79.3","0.5","369"
"","Karnataka","9455","0","211.7","79.6","1.8","427"
"","Kerala","3533","0","67.2","57.9","2.0","179"
"","Tamil Nadu","12929","0","281.0","142.2","2.1","656"
"","Pondy","312","0","6.0","6.1","-0.2","50"
"ER","Bihar","3528","0","60.0","58.4","0.7","150"
"","DVC","2564","0","63.4","-36.6","-2.2","200"
"","Jharkhand","1129","0","22.6","16.0","0.0","100"
"","Odisha","3735","0","70.2","18.1","0.9","150"
"","West Bengal","6940","0","109.8","17.3","0.7","175"
"","Sikkim","87","0","1.4","1.5","-0.1","12"
"NER","Arunachal Pradesh","105","3","2.1","1.8","0.3","21"
"","Assam","1397","6","22.1","16.4","1.6","154"
"","Manipur","147","2","2.1","2.4","-0.3","32"
"","Meghalaya","273","0","6.2","4.4","0.4","55"
"","Mizoram","85","1","1.5","1.2","0.2","23"
"","Nagaland","100","2","1.8","1.8","-0.1","12"
"","Tripura","211","1","3.1","2.1","-0.1","25"
