"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7687","0","173.0","96.9","-0.3","97","0.0"
"","Haryana","7965","38","177.3","120.7","1.4","253","0.0"
"","Rajasthan","11160","0","246.4","74.2","6.3","678","6.3"
"","Delhi","6492","0","131.0","105.2","-2.4","109","0.0"
"","UP","18138","0","405.5","175.1","-1.2","253","0.0"
"","Uttarakhand","2115","0","45.5","18.2","2.5","314","0.5"
"","HP","1421","0","28.4","3.3","2.2","263","0.0"
"","J&K","2156","539","43.8","19.3","-0.3","217","10.3"
"","Chandigarh","326","0","6.3","6.6","-0.3","26","0.0"
"WR","Chhattisgarh","3538","0","79.4","21.0","-1.3","385","0.0"
"","Gujarat","17275","0","367.6","134.5","1.7","489","0.0"
"","MP","8131","0","181.5","73.7","-2.2","442","0.0"
"","Maharashtra","19213","0","437.3","136.1","-4.6","439","0.0"
"","Goa","496","0","10.6","9.9","0.1","26","0.0"
"","DD","340","0","7.7","7.2","0.6","53","0.0"
"","DNH","789","0","18.5","18.3","0.2","34","0.0"
"","Essar steel","354","0","6.6","6.5","0.1","158","0.0"
"SR","Andhra Pradesh","7301","0","157.9","32.2","0.3","590","0.0"
"","Telangana","7304","0","135.2","61.4","-2.0","439","0.0"
"","Karnataka","7864","0","160.2","53.7","-1.6","400","0.0"
"","Kerala","3277","0","67.4","53.3","0.3","144","0.0"
"","Tamil Nadu","14094","0","302.6","94.7","-1.4","541","0.0"
"","Pondy","365","0","7.6","8.0","-0.5","23","0.0"
"ER","Bihar","4819","0","94.3","96.3","-3.2","50","0.0"
"","DVC","3038","0","70.1","-45.7","3.4","400","0.0"
"","Jharkhand","1209","0","25.0","19.4","-0.4","50","0.0"
"","Odisha","4733","0","97.1","45.0","1.6","300","0.0"
"","West Bengal","8866","0","179.4","55.5","4.2","350","0.0"
"","Sikkim","82","0","1.1","1.5","-0.4","5","0.0"
"NER","Arunachal Pradesh","107","8","2.1","2.2","-0.1","30","0.0"
"","Assam","1675","92","30.9","26.3","0.5","146","1.4"
"","Manipur","168","4","2.3","2.3","0.0","24","0.0"
"","Meghalaya","293","6","5.2","2.1","-0.2","26","0.0"
"","Mizoram","90","3","1.5","1.0","0.3","18","0.0"
"","Nagaland","123","4","2.3","1.8","0.3","18","0.0"
"","Tripura","274","2","4.2","4.4","0.3","79","0.0"
