"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","3953","0","73.9","44.3","-1.2","155"
"","Haryana","4968","0","79.2","51.3","-2.0","326"
"","Rajasthan","6035","0","113.1","45.2","0.2","409"
"","Delhi","3048","0","53.7","35.4","0.7","307"
"","UP","8529","780","193.8","77.0","-2.3","241"
"","Uttarakhand","1581","0","31.0","21.7","0.2","146"
"","HP","1165","0","22.2","14.9","-0.1","72"
"","J&K","1867","329","38.7","31.6","0.0","336"
"","Chandigarh","168","0","3.0","3.0","0.3","15"
"WR","Chhattisgarh","3542","0","81.7","23.4","4.1","251"
"","Gujarat","11178","0","247.7","66.9","0.3","404"
"","MP","4910","0","98.1","39.0","-0.8","102"
"","Maharashtra","15644","51","339.7","77.2","0.7","559"
"","Goa","398","0","8.0","8.1","-0.5","56"
"","DD","283","0","6.3","6.5","-0.2","16"
"","DNH","692","0","16.0","16.5","-0.4","6"
"","Essar steel","569","0","11.8","12.0","-0.2","118"
"SR","Andhra Pradesh","6280","6","146.2","26.1","4.1","379"
"","Telangana","6155","135","138.8","75.2","2.7","369"
"","Karnataka","8186","400","181.2","28.1","1.8","672"
"","Kerala","2901","30","58.2","39.8","1.8","242"
"","Tamil Nadu","11539","725","268.2","106.6","1.3","404"
"","Pondy","278","0","6.0","5.9","0.1","35"
"ER","Bihar","2625","0","50.1","49.4","-4.6","345"
"","DVC","2448","0","55.3","-12.5","0.5","365"
"","Jharkhand","1043","0","22.1","12.4","-0.7","95"
"","Odisha","3621","0","69.4","22.1","2.7","415"
"","West Bengal","6562","0","136.1","27.6","3.3","396"
"","Sikkim","89","0","1.5","1.3","0.2","26"
"NER","Arunachal Pradesh","92","0","1.4","0.9","0.5","42"
"","Assam","1150","89","20.4","13.1","2.6","171"
"","Manipur","135","0","1.9","2.1","-0.2","32"
"","Meghalaya","293","7","5.2","4.0","0.0","52"
"","Mizoram","75","3","1.1","0.8","0.3","30"
"","Nagaland","106","4","2.3","1.2","0.9","43"
"","Tripura","219","6","2.4","0.4","0.0","66"
