"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","10088","0","219.3","111.2","0.4","125"
"","Haryana","8123","313","167.4","118.8","0.5","433"
"","Rajasthan","7648","0","163.3","49.3","-0.4","264"
"","Delhi","5417","0","109.6","87.5","0.4","234"
"","UP","11780","3085","271.1","125.8","2.8","483"
"","Uttarakhand","1706","110","35.2","14.0","0.5","182"
"","HP","1183","40","26.0","2.5","2.0","186"
"","J&K","1932","483","37.6","20.2","2.1","284"
"","Chandigarh","325","0","6.1","6.1","0.3","32"
"WR","Chhattisgarh","3089","96","70.0","19.5","-0.6","150"
"","Gujarat","12445","0","274.4","70.3","0.5","417"
"","MP","6293","0","129.2","85.9","-1.6","108"
"","Maharashtra","18329","50","403.2","104.3","2.5","542"
"","Goa","404","0","8.6","7.9","0.1","69"
"","DD","293","0","6.6","6.3","0.3","26"
"","DNH","710","0","16.3","16.2","0.1","64"
"","Essar steel","365","0","6.7","8.6","-2.0","56"
"SR","Andhra Pradesh","6200","0","145.6","26.9","4.2","484"
"","Telangana","5755","0","128.3","87.9","-2.2","314"
"","Karnataka","7802","400","171.9","33.7","3.6","437"
"","Kerala","3440","0","62.1","33.9","1.0","331"
"","Tamil Nadu","13766","0","303.5","95.5","0.4","389"
"","Pondy","325","0","7.0","7.0","0.0","26"
"ER","Bihar","2734","0","59.4","55.6","1.5","200"
"","DVC","2613","0","59.0","-19.7","-1.1","200"
"","Jharkhand","1046","0","20.5","11.5","-1.5","100"
"","Odisha","3762","0","71.5","17.4","0.9","300"
"","West Bengal","6253","0","139.1","49.6","0.7","100"
"","Sikkim","80","0","1.6","0.9","0.8","25"
"NER","Arunachal Pradesh","108","2","1.4","1.9","-0.6","18"
"","Assam","1303","94","26.6","20.0","3.1","185"
"","Manipur","135","2","2.0","2.1","-0.1","19"
"","Meghalaya","283","2","4.7","0.0","-0.3","31"
"","Mizoram","74","1","1.2","0.9","0.3","26"
"","Nagaland","110","2","1.8","1.5","0.2","41"
"","Tripura","245","1","3.2","1.2","0.0","73"
