"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5682","0","105.4","55.5","-2.1","67","0.0"
"","Haryana","6475","0","123.2","87.1","0.2","195","0.0"
"","Rajasthan","12679","0","226.8","80.9","-0.9","248","0.0"
"","Delhi","4417","0","74.9","59.1","-0.4","261","0.0"
"","UP","16122","0","289.5","114.6","-2.2","356","0.0"
"","Uttarakhand","2040","0","38.9","22.2","-1.0","197","0.0"
"","HP","1598","0","28.7","23.4","-2.1","126","0.0"
"","J&K(UT) and Ladakh(UT)","2317","579","38.1","32.8","-3.7","177","9.1"
"","Chandigarh","281","0","4.7","4.7","0.0","33","0.0"
"WR","Chhattisgarh","3677","0","78.4","24.8","-1.1","232","0.0"
"","Gujarat","13046","0","257.6","71.1","3.4","450","0.0"
"","MP","13952","0","247.7","140.4","-2.5","610","0.0"
"","Maharashtra","22277","0","452.7","164.1","-0.3","373","0.0"
"","Goa","494","0","10.5","10.2","-0.3","24","0.0"
"","DD","297","0","6.5","6.2","0.3","55","0.0"
"","DNH","778","0","18.1","18.1","0.0","63","0.0"
"","Essar steel","295","0","6.0","6.2","-0.2","208","0.0"
"SR","Andhra Pradesh","8700","0","166.7","65.2","-1.3","344","0.0"
"","Telangana","10830","0","211.4","105.9","-1.3","415","0.0"
"","Karnataka","12576","0","230.7","69.0","-0.6","491","0.0"
"","Kerala","3610","0","70.4","55.6","1.4","188","0.0"
"","Tamil Nadu","13207","0","287.0","162.6","-0.5","395","0.0"
"","Pondy","341","0","7.1","7.4","-0.3","40","0.0"
"ER","Bihar","4613","0","82.5","80.9","0.2","90","0.0"
"","DVC","3078","0","63.6","-32.5","0.6","630","0.0"
"","Jharkhand","1325","0","24.8","16.0","-0.3","100","0.0"
"","Odisha","3784","0","68.2","7.8","0.4","275","0.0"
"","West Bengal","6236","0","113.8","26.7","0.2","220","0.0"
"","Sikkim","125","0","1.9","1.8","0.1","20","0.0"
"NER","Arunachal Pradesh","122","1","2.3","1.9","0.3","45","0.0"
"","Assam","1275","20","22.3","19.6","0.1","113","0.6"
"","Manipur","218","1","2.6","3.1","-0.4","24","0.0"
"","Meghalaya","376","0","6.0","3.3","0.7","73","1.1"
"","Mizoram","106","1","1.6","1.6","-0.3","26","0.0"
"","Nagaland","129","1","2.1","2.2","-0.2","29","0.0"
"","Tripura","226","1","3.7","2.3","0.1","23","0.0"
