"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8487","0","188.0","105.3","-1.2","188"
"","Haryana","7298","0","158.0","111.3","-2.1","135"
"","Rajasthan","8975","0","199.7","50.9","4.3","495"
"","Delhi","4794","0","101.3","74.8","-5.5","109"
"","UP","11984","1695","265.7","122.9","-0.7","434"
"","Uttarakhand","1658","40","34.6","12.2","-0.1","139"
"","HP","1119","0","23.5","-0.5","-1.0","67"
"","J&K","1507","100","26.8","16.4","-1.5","120"
"","Chandigarh","265","0","5.3","5.4","-0.1","25"
"WR","Chhattisgarh","3037","342","73.6","20.5","4.4","472"
"","Gujarat","13340","9","289.0","35.6","0.8","501"
"","MP","7026","26","153.2","90.7","-0.2","483"
"","Maharashtra","19200","80","433.2","123.9","16.1","776"
"","Goa","370","20","8.5","7.2","1.0","90"
"","DD","254","0","4.4","4.7","-0.3","12"
"","DNH","654","1","15.6","15.3","0.3","39"
"","Essar steel","453","1","8.8","10.1","-1.4","11"
"SR","Andhra Pradesh","5183","750","138.6","23.6","7.6","503"
"","Telangana","4510","700","122.4","63.4","6.6","454"
"","Karnataka","8003","600","180.6","26.6","2.4","312"
"","Kerala","2871","150","58.8","28.0","2.6","231"
"","Tamil Nadu","12022","0","277.3","84.2","-1.0","366"
"","Pondy","215","0","7.2","6.6","0.6","28"
"ER","Bihar","2276","0","45.4","44.0","0.8","245"
"","DVC","2614","0","56.0","-17.2","-1.8","298"
"","Jharkhand","904","0","20.0","11.2","-0.3","102"
"","Odisha","3415","0","66.4","26.5","2.6","302"
"","West Bengal","6893","14","127.3","34.0","2.2","385"
"","Sikkim","82","0","1.2","1.2","0.1","30"
"NER","Arunachal Pradesh","103","8","1.7","1.9","-0.3","6"
"","Assam","1127","243","26.8","16.5","5.5","230"
"","Manipur","118","3","1.5","2.5","-0.9","34"
"","Meghalaya","272","20","4.0","1.2","-0.5","82"
"","Mizoram","77","15","1.1","1.3","-0.4","14"
"","Nagaland","104","10","1.7","1.9","-0.4","20"
"","Tripura","238","1","3.3","1.3","-0.3","53"
