"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5537","0","118.1","75.2","-0.3","213"
"","Haryana","5426","0","111.4","70.4","0.1","363"
"","Rajasthan","6948","0","154.4","56.9","-2.3","39"
"","Delhi","3931","0","85.3","57.3","-3.3","81"
"","UP","10325","1680","235.2","95.6","-4.2","435"
"","Uttarakhand","1597","215","31.6","17.2","1.0","181"
"","HP","1199","0","23.5","11.0","1.0","197"
"","J&K","1495","100","29.1","18.2","0.1","258"
"","Chandigarh","224","0","4.5","4.5","0.0","25"
"WR","Chhattisgarh","3221","68","73.4","23.7","1.3","292"
"","Gujarat","11606","56","270.1","46.8","-1.8","410"
"","MP","6995","27","136.6","76.2","-3.5","278"
"","Maharashtra","16244","184","367.5","125.8","-4.0","534"
"","Goa","390","51","8.8","7.5","0.9","91"
"","DD","236","1","5.2","5.5","-0.3","78"
"","DNH","577","2","13.9","13.5","0.4","79"
"SR","Andhra Pradesh","10700","2500","242.0","77.7","2.0","334"
"","Karnataka","7593","500","163.2","21.2","0.5","245"
"","Kerala","2972","500","60.4","32.8","2.5","414"
"","Tamil Nadu","11920","842","249.6","60.7","2.3","303"
"","Pondy","299","0","6.4","7.0","-0.6","17"
"ER","Bihar","1752","200","39.0","39.9","-0.9","190"
"","DVC","2596","0","59.5","-14.3","-2.1","200"
"","Jharkhand","1118","0","21.1","12.2","-1.9","80"
"","Odisha","3424","0","69.7","14.3","1.7","220"
"","West Bengal","6559","5","129.8","28.7","5.4","300"
"","Sikkim","104","0","1.1","1.4","-0.4","0"
"NER","Arunachal Pradesh","85","5","1.1","1.7","-0.6","74"
"","Assam","997","163","14.9","13.4","-3.4","166"
"","Manipur","72","18","1.0","1.4","-0.3","35"
"","Meghalaya","226","4","3.0","2.0","0.0","90"
"","Mizoram","52","13","1.0","1.1","-0.1","6"
"","Nagaland","82","3","1.3","1.5","-0.5","18"
"","Tripura","170","50","3.1","1.2","-0.1","23"
