"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6176","0","121.0","66.3","-3.1","36","0.0"
"","Haryana","6648","0","127.5","75.2","0.3","222","0.0"
"","Rajasthan","13670","0","239.1","70.5","-5.0","134","0.0"
"","Delhi","4690","0","79.2","69.0","-0.4","338","0.0"
"","UP","15989","0","299.0","135.7","-1.9","528","0.0"
"","Uttarakhand","2110","0","39.2","22.3","-0.5","130","0.0"
"","HP","1668","0","30.2","23.3","0.0","135","0.0"
"","J&K(UT) and Ladakh(UT)","2824","706","51.5","46.6","-0.5","522","12.1"
"","Chandigarh","260","0","4.3","4.4","-0.1","27","0.0"
"WR","Chhattisgarh","3447","0","69.0","20.8","-2.1","269","0.0"
"","Gujarat","15253","0","313.2","68.4","-0.6","649","0.0"
"","MP","12262","0","228.2","116.0","-2.6","424","0.0"
"","Maharashtra","20369","0","411.1","129.6","-1.2","599","0.0"
"","Goa","490","0","13.0","10.0","2.4","25","0.1"
"","DD","305","0","6.4","6.2","0.2","33","0.0"
"","DNH","792","0","17.6","17.6","0.0","41","0.0"
"","Essar steel","281","0","5.5","5.6","-0.1","214","0.0"
"SR","Andhra Pradesh","8414","0","167.4","64.3","-0.6","416","0.0"
"","Telangana","10359","0","201.7","104.8","0.1","541","0.0"
"","Karnataka","11995","0","212.4","57.0","1.7","962","0.0"
"","Kerala","3751","0","75.4","55.7","1.7","210","0.0"
"","Tamil Nadu","14048","0","286.8","162.1","1.1","473","0.0"
"","Pondy","348","0","6.6","7.1","-0.5","29","0.0"
"ER","Bihar","4556","0","77.0","76.3","-0.5","252","0.0"
"","DVC","3078","0","62.8","-30.4","-0.1","203","0.0"
"","Jharkhand","1305","0","23.0","17.0","-1.9","187","0.0"
"","Odisha","3658","0","65.8","1.1","-0.4","211","0.0"
"","West Bengal","6062","0","107.0","23.9","-0.2","412","0.0"
"","Sikkim","130","0","2.0","1.7","0.3","48","0.0"
"NER","Arunachal Pradesh","116","2","2.2","1.9","0.2","50","0.0"
"","Assam","1382","8","22.5","17.4","0.4","191","0.2"
"","Manipur","195","3","2.7","3.1","-0.4","45","0.0"
"","Meghalaya","361","0","5.7","3.1","0.2","87","0.5"
"","Mizoram","97","1","1.8","1.2","0.0","4","0.0"
"","Nagaland","126","1","2.3","2.2","-0.1","6","0.0"
"","Tripura","225","2","3.5","1.5","0.0","40","0.0"
