"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10054","0","231.5","130.8","-0.4","105","0.0"
"","Haryana","8555","0","179.7","116.2","1.5","309","0.0"
"","Rajasthan","9382","496","202.8","86.2","2.4","426","0.0"
"","Delhi","5291","0","97.5","73.3","-0.6","260","0.1"
"","UP","17247","1365","375.3","181.4","1.3","769","0.0"
"","Uttarakhand","1589","150","33.0","12.2","-0.5","162","0.0"
"","HP","1136","0","23.8","-4.5","1.4","220","0.0"
"","J&K","1988","497","39.4","13.7","-0.3","368","9.4"
"","Chandigarh","281","0","5.4","6.0","-0.7","30","0.0"
"WR","Chhattisgarh","3689","0","89.2","28.0","0.5","88","0.0"
"","Gujarat","10332","0","232.4","58.4","-0.8","499","0.0"
"","MP","7570","0","171.0","93.3","0.6","434","0.0"
"","Maharashtra","17347","0","378.3","111.6","0.8","351","0.0"
"","Goa","411","0","8.4","7.7","0.2","15","0.0"
"","DD","281","0","4.7","4.4","0.4","54","0.0"
"","DNH","718","0","14.0","14.2","-0.2","14","0.0"
"","Essar steel","88","0","1.7","0.9","0.7","136","0.0"
"SR","Andhra Pradesh","7032","0","154","47","-0.3","496","0.0"
"","Telangana","7830","0","165","79","-2.6","322","0.0"
"","Karnataka","7562","0","164","75","3.2","480","0.0"
"","Kerala","3301","0","65","48","2.0","238","0.0"
"","Tamil Nadu","11103","0","242","105","1.4","483","0.0"
"","Pondy","278","0","6","6","-0.5","28","0.0"
"ER","Bihar","3839","0","71.6","65.8","2.4","190","0.0"
"","DVC","2765","0","62.6","-25.6","2.8","400","0.0"
"","Jharkhand","1193","0","23.4","16.3","-0.7","90","0.0"
"","Odisha","4057","0","78.7","24.2","-0.6","210","0.0"
"","West Bengal","7169","0","132.4","36.7","3.6","490","0.0"
"","Sikkim","73","0","0.5","0.5","0.0","25","0.0"
"NER","Arunachal Pradesh","120","4","2.2","3.2","-1.0","6","0.0"
"","Assam","1451","69","27.6","20.0","2.7","212","0.8"
"","Manipur","136","3","2.1","2.3","-0.2","31","0.1"
"","Meghalaya","268","0","4.4","-1.8","-0.5","27","0.0"
"","Mizoram","71","2","1.3","1.2","0.0","9","0.0"
"","Nagaland","112","2","2.1","1.9","0.0","26","0.0"
"","Tripura","233","4","3.3","3.1","-1.1","44","0.1"
