"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4588","0","87.2","48.8","-0.5","171"
"","Haryana","5648","200","112.4","84.3","3.6","670"
"","Rajasthan","10074","0","197.9","72.0","0.6","437"
"","Delhi","2913","0","52.7","43.4","0.4","293"
"","UP","10918","110","211.4","84.4","-2.3","341"
"","Uttarakhand","1679","0","31.3","14.3","2.7","329"
"","HP","1305","0","24.1","18.3","0.3","275"
"","J&K","1772","443","36.0","34.2","-3.4","45"
"","Chandigarh","178","0","3.3","3.4","-0.1","8"
"WR","Chhattisgarh","2975","0","64.0","7.9","-1.5","326"
"","Gujarat","12724","0","274.2","103.7","-2.4","592"
"","MP","10843","0","218.6","132.7","-3.4","175"
"","Maharashtra","20129","0","427.2","122.9","-2.8","590"
"","Goa","409","0","8.3","7.9","-0.2","31"
"","DD","274","0","6.1","6.2","-0.1","1"
"","DNH","684","0","15.4","15.8","-0.5","12"
"","Essar steel","741","0","6.8","6.6","0.2","160"
"SR","Andhra Pradesh","7040","0","153.7","25.9","0.3","444"
"","Telangana","6967","0","140.9","61.7","1.1","254"
"","Karnataka","8991","800","200.1","70.8","2.9","579"
"","Kerala","3435","0","65.2","53.6","2.2","313"
"","Tamil Nadu","13366","0","287.7","148.7","0.2","588"
"","Pondy","313","0","6.1","6.7","-0.5","26"
"ER","Bihar","3376","0","59.6","59.2","0.4","150"
"","DVC","2287","0","57.4","-35.9","-3.1","0"
"","Jharkhand","1136","0","20.0","16.0","2.3","150"
"","Odisha","3756","0","64.7","21.0","-0.7","100"
"","West Bengal","6644","0","102.8","21.5","-1.0","200"
"","Sikkim","92","0","1.4","1.3","0.1","0"
"NER","Arunachal Pradesh","121","9","2.0","1.7","0.4","48"
"","Assam","1411","9","21.9","16.6","1.8","172"
"","Manipur","150","0","2.1","2.4","-0.3","11"
"","Meghalaya","300","0","4.8","3.4","0.0","40"
"","Mizoram","89","1","1.5","1.2","0.2","16"
"","Nagaland","101","1","1.9","1.7","0.2","9"
"","Tripura","216","0","2.9","1.3","0.9","17"
