"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8967","0","195.3","117.7","0.0","153"
"","Haryana","7328","0","158.6","122.3","-1.9","261"
"","Rajasthan","8220","871","189.4","55.4","4.0","427"
"","Delhi","5361","0","107.9","85.6","0.8","213"
"","UP","11494","4080","269.4","123.6","2.6","600"
"","Uttarakhand","1562","160","36.4","12.8","2.0","224"
"","HP","861","448","23.3","-0.8","4.1","456"
"","J&K","1739","435","34.7","18.1","1.5","323"
"","Chandigarh","315","0","6.2","6.1","0.3","47"
"WR","Chhattisgarh","3417","96","78.1","22.7","4.5","387"
"","Gujarat","14577","0","323.1","61.7","-2.4","592"
"","MP","7436","0","160.6","87.4","-0.9","263"
"","Maharashtra","19560","129","430.7","156.1","2.3","487"
"","Goa","414","0","8.4","7.3","0.6","128"
"","DD","292","0","6.5","6.6","-0.1","32"
"","DNH","721","0","16.5","16.8","-0.4","0"
"","Essar steel","332","0","5.2","5.6","-0.4","83"
"SR","Andhra Pradesh","6288","0","145.6","32.3","3.5","539"
"","Telangana","6153","0","138.3","94.2","0.2","248"
"","Karnataka","8531","400","186.7","33.0","3.2","495"
"","Kerala","3243","126","60.8","37.0","1.6","241"
"","Tamil Nadu","13344","0","297.3","98.2","-2.3","370"
"","Pondy","337","0","6.9","7.1","-0.2","25"
"ER","Bihar","3009","150","58.7","57.7","-0.8","320"
"","DVC","2497","0","57.8","-17.3","-0.5","280"
"","Jharkhand","1070","0","21.7","11.4","-0.2","152"
"","Odisha","3597","0","72.3","18.3","2.7","300"
"","West Bengal","6963","0","138.4","48.5","2.3","310"
"","Sikkim","83","0","1.4","0.9","0.4","25"
"NER","Arunachal Pradesh","75","3","1.6","1.7","-0.2","0"
"","Assam","1266","155","26.0","18.4","2.5","189"
"","Manipur","130","0","2.0","2.4","-0.4","18"
"","Meghalaya","279","5","4.7","1.7","-0.9","34"
"","Mizoram","74","2","1.1","1.3","-0.1","13"
"","Nagaland","131","2","1.7","1.8","-0.1","60"
"","Tripura","234","1","2.8","1.9","-1.1","50"
