"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7076","0","152.4","104.9","-1.5","190"
"","Haryana","6940","0","149.9","94.7","-1.6","190"
"","Rajasthan","8669","0","196.7","72.6","-0.4","260"
"","Delhi","4730","0","98.5","74.5","-0.2","245"
"","UP","11870","3190","280.7","131.7","0.9","709"
"","Uttarakhand","1846","75","39.0","22.8","1.1","118"
"","HP","1215","0","25.8","5.0","0.9","111"
"","J&K","1835","394","35.0","22.3","-1.2","236"
"","Chandigarh","265","0","5.4","5.2","0.3","30"
"WR","Chhattisgarh","3285","96","80.4","31.5","-6.9","529"
"","Gujarat","13351","0","299.3","53.0","-2.5","256"
"","MP","7202","0","156.5","96.7","-3.7","109"
"","Maharashtra","19031","47","421.8","109.7","3.5","342"
"","Goa","435","0","9.6","8.3","0.6","54"
"","DD","289","0","6.6","6.7","-0.1","40"
"","DNH","703","0","16.4","16.6","0.5","91"
"","Essar steel","423","0","8.9","8.4","0.5","121"
"SR","Andhra Pradesh","6590","0","145.3","40.1","2.8","716"
"","Telangana","5388","137","126.4","74.8","0.5","853"
"","Karnataka","7900","300","172.1","31.2","1.1","365"
"","Kerala","3000","300","62.2","33.0","1.5","272"
"","Tamil Nadu","11930","896","281.6","99.6","1.5","392"
"","Pondy","338","0","7.3","7.3","0.0","48"
"ER","Bihar","2839","200","60.4","55.8","1.6","200"
"","DVC","2676","0","59.2","-20.3","-0.9","270"
"","Jharkhand","923","0","21.2","12.1","0.4","160"
"","Odisha","3570","0","72.1","19.1","2.7","380"
"","West Bengal","7217","0","140.4","43.2","0.1","180"
"","Sikkim","88","0","1.3","1.0","0.2","20"
"NER","Arunachal Pradesh","105","0","1.1","1.2","0.0","51"
"","Assam","1230","85","22.9","14.4","4.0","267"
"","Manipur","128","2","1.9","1.9","0.0","43"
"","Meghalaya","279","1","4.4","2.7","-0.4","68"
"","Mizoram","77","1","1.2","0.9","0.3","24"
"","Nagaland","95","0","2.1","1.4","0.6","30"
"","Tripura","220","3","2.8","0.7","0.0","76"
