"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5754","0","122.5","27.3","-0.7","93","0.0"
"","Haryana","6456","104","130.4","48.9","1.6","212","0.0"
"","Rajasthan","9327","0","182.9","41.4","1.3","452","0.0"
"","Delhi","3506","0","69.7","57.5","0.5","186","0.0"
"","UP","15223","335","306.0","110.9","0.1","774","0.0"
"","Uttarakhand","1834","0","35.2","28.3","0.0","85","0.0"
"","HP","1452","0","26.5","21.4","0.3","132","0.0"
"","J&K","2094","524","44.0","40.1","-1.4","55","10.4"
"","Chandigarh","174","0","3.2","3.2","0.0","23","0.0"
"WR","Chhattisgarh","3775","0","85.9","17.4","-2.1","-8","0.0"
"","Gujarat","14889","0","326.2","167.2","4.6","398","0.0"
"","MP","8710","0","177.6","86.6","-2.5","349","0.0"
"","Maharashtra","21572","0","463.4","129.7","0.5","429","0.0"
"","Goa","484","0","11.0","9.8","0.5","59","0.0"
"","DD","335","0","7.5","6.9","0.6","92","0.0"
"","DNH","770","0","17.9","16.9","1.0","77","0.0"
"","Essar steel","640","0","13.5","13.8","-0.3","142","0.0"
"SR","Andhra Pradesh","8232","0","172.5","48.1","1.5","367","0.0"
"","Telangana","9805","0","218.7","103.0","1.8","331","0.0"
"","Karnataka","9460","0","200.5","76.0","-0.5","383","0.0"
"","Kerala","3745","0","74.9","51.9","1.8","252","0.0"
"","Tamil Nadu","14595","0","314.6","153.1","1.2","328","0.0"
"","Pondy","348","0","7.5","7.8","-0.3","38","0.0"
"ER","Bihar","4293","0","76.2","71.6","-1.5","60","0.0"
"","DVC","2875","0","65.3","-54.6","2.4","400","0.0"
"","Jharkhand","1116","0","22.9","12.9","-0.1","160","0.0"
"","Odisha","4283","0","83.9","37.0","2.6","500","0.0"
"","West Bengal","8060","0","146.3","38.8","4.1","500","0.0"
"","Sikkim","101","0","1.4","1.3","0.1","20","0.0"
"NER","Arunachal Pradesh","117","2","2.2","1.8","0.3","31","0.0"
"","Assam","1429","27","23.7","18.5","0.7","94","0.4"
"","Manipur","175","2","2.4","2.4","0.0","20","0.0"
"","Meghalaya","319","0","5.8","3.6","0.1","35","0.0"
"","Mizoram","87","1","1.5","1.2","0.2","31","0.0"
"","Nagaland","116","4","2.1","1.9","0.0","17","0.0"
"","Tripura","242","0","4.0","3.3","0.4","32","0.0"
