"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5896","0","137.1","35.8","-0.6","135","0.0"
"","Haryana","6161","0","126.0","94.2","0.7","176","0.0"
"","Rajasthan","10903","0","219.4","41.4","1.1","304","0.0"
"","Delhi","3450","0","68.9","52.5","-1.1","74","0.0"
"","UP","13581","960","285.3","113.6","-0.7","266","0.0"
"","Uttarakhand","1754","0","35.8","16.0","0.3","281","0.0"
"","HP","1474","0","28.5","16.2","1.1","145","0.0"
"","J&K","1905","476","39.3","37.9","-6.0","31","5.4"
"","Chandigarh","165","0","3.1","3.3","-0.1","32","0.0"
"WR","Chhattisgarh","4037","0","88.9","24.6","-1.6","253","0.0"
"","Gujarat","16194","0","360.1","120.2","8.1","720","0.0"
"","MP","12088","0","260.3","149.9","0.6","687","0.0"
"","Maharashtra","23277","0","496.1","170.9","-0.5","960","0.0"
"","Goa","470","0","10.5","9.9","0.2","48","0.0"
"","DD","336","0","7.5","6.5","1.0","69","0.0"
"","DNH","678","0","15.8","15.4","0.4","102","0.0"
"","Essar steel","451","0","7.0","6.3","0.7","302","0.0"
"SR","Andhra Pradesh","8633","0","192.7","65.1","2.1","635","0.0"
"","Telangana","9998","0","216.7","95.9","0.9","516","0.0"
"","Karnataka","9769","0","204.0","42.9","0.9","445","0.0"
"","Kerala","3607","0","71.8","42.5","0.9","273","0.4"
"","Tamil Nadu","14354","0","309.7","148.0","2.9","657","0.0"
"","Pondy","331","0","7.1","7.3","-0.2","18","0.0"
"ER","Bihar","4265","0","74.0","74.3","-2.8","50","0.0"
"","DVC","2948","0","63.2","-21.5","1.4","200","0.0"
"","Jharkhand","1064","188","22.3","15.2","0.3","150","0.6"
"","Odisha","4625","0","94.2","35.5","1.1","210","0.0"
"","West Bengal","7020","0","129.8","44.6","2.2","380","0.0"
"","Sikkim","95","0","1.3","1.3","0.0","25","0.0"
"NER","Arunachal Pradesh","96","7","2.1","1.9","0.2","20","0.0"
"","Assam","1598","23","26.9","21.4","1.2","101","0.7"
"","Manipur","142","6","2.3","2.3","0.1","21","0.0"
"","Meghalaya","305","6","5.3","2.7","0.0","29","0.0"
"","Mizoram","89","2","1.8","0.9","0.2","18","0.0"
"","Nagaland","132","11","2.0","1.7","-0.2","26","0.0"
"","Tripura","245","2","3.9","2.3","0.2","65","0.0"
