"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6072","0","123.5","54.5","-1.8","27","0.0"
"","Haryana","5951","0","123.4","75.5","0.5","184","0.0"
"","Rajasthan","10124","0","216.3","66.2","-0.3","246","0.0"
"","Delhi","3370","0","64.3","55.4","-0.5","164","0.0"
"","UP","14515","0","279.4","132.1","-0.1","342","0.0"
"","Uttarakhand","1766","0","35.2","17.7","-0.8","153","0.0"
"","HP","1461","0","26.2","16.2","0.5","211","0.0"
"","J&K","2357","589","45.1","37.9","-1.6","256","10.6"
"","Chandigarh","178","0","3.1","3.3","-0.2","15","0.0"
"WR","Chhattisgarh","4239","0","96.0","37.7","-0.7","225","0.3"
"","Gujarat","15956","0","355.6","102.7","1.5","710","0.0"
"","MP","9784","0","200.8","64.2","-0.8","686","0.0"
"","Maharashtra","22291","0","484.0","150.2","0.1","489","0.0"
"","Goa","502","0","12.4","10.1","1.7","58","0.0"
"","DD","327","0","7.4","7.0","0.5","89","0.0"
"","DNH","781","0","18.2","18.3","-0.1","57","0.0"
"","Essar steel","614","0","12.4","13.1","-0.7","237","0.0"
"SR","Andhra Pradesh","8885","0","197.6","64.7","0.2","508","0.0"
"","Telangana","10272","0","229.2","101.7","-0.4","402","0.0"
"","Karnataka","12472","0","273.3","86.2","0.7","492","0.0"
"","Kerala","4211","0","86.3","58.7","0.8","169","0.0"
"","Tamil Nadu","15879","0","341.9","193.4","0.2","418","0.0"
"","Pondy","396","0","8.4","8.6","-0.2","51","0.0"
"ER","Bihar","3940","0","62.1","57.7","-0.5","460","0.0"
"","DVC","3203","0","64.7","-52.2","-0.6","396","0.0"
"","Jharkhand","1054","0","23.1","17.0","0.5","169","0.0"
"","Odisha","4805","0","98.4","42.1","2.2","267","0.0"
"","West Bengal","7174","0","145.2","39.4","-0.3","309","0.0"
"","Sikkim","95","0","1.5","1.7","-0.2","18","0.0"
"NER","Arunachal Pradesh","105","2","2.2","2.0","0.1","33","0.0"
"","Assam","1230","45","23.2","18.7","1.3","120","2.0"
"","Manipur","178","2","2.3","2.3","-0.1","35","0.0"
"","Meghalaya","307","0","5.5","4.8","0.0","45","0.0"
"","Mizoram","95","3","1.9","1.2","0.5","21","0.1"
"","Nagaland","130","2","2.7","1.8","0.2","30","0.1"
"","Tripura","239","5","3.8","2.7","0.1","51","0.1"
