"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5185","0","106.7","46.8","-1.6","36","0.0"
"","Haryana","6004","0","119.6","107.4","0.7","176","0.0"
"","Rajasthan","11284","0","218.6","67.7","-2.4","321","0.0"
"","Delhi","3560","0","67.6","51.3","-0.6","132","0.1"
"","UP","14540","0","272.9","112.6","0.7","544","1.5"
"","Uttarakhand","1719","0","34.2","18.7","0.4","987","0.0"
"","HP","1566","0","27.9","17.7","0.5","96","0.0"
"","J&K","2038","509","40.1","34.3","-1.7","110","9.5"
"","Chandigarh","190","0","3.5","3.3","0.2","32","0.0"
"WR","Chhattisgarh","3530","0","75.9","28.3","-1.2","244","0.0"
"","Gujarat","13592","0","293.8","78.9","3.2","454","0.0"
"","MP","9771","0","203.4","142.5","-2.3","325","0.0"
"","Maharashtra","18567","0","400.2","129.5","-2.2","837","0.0"
"","Goa","541","0","12.7","11.9","0.2","48","0.0"
"","DD","327","0","7.4","6.9","0.5","40","0.0"
"","DNH","771","0","18.0","18.1","-0.1","118","0.0"
"","Essar steel","336","0","6.3","5.8","0.5","299","0.0"
"SR","Andhra Pradesh","7924","0","173.5","74.2","1.4","691","0.0"
"","Telangana","7867","0","162.4","45.6","0.4","420","0.0"
"","Karnataka","8809","0","171.6","40.7","0.9","651","0.0"
"","Kerala","3624","0","71.0","51.2","1.2","206","0.0"
"","Tamil Nadu","14123","0","295.3","152.5","-0.4","392","0.0"
"","Pondy","374","0","7.0","7.6","-0.6","23","0.0"
"ER","Bihar","4217","0","74.0","73.3","-1.6","200","0.0"
"","DVC","2834","0","61.4","-17.5","0.8","360","0.0"
"","Jharkhand","1187","0","24.0","16.0","-1.1","50","0.0"
"","Odisha","3812","0","74.4","2.2","1.6","400","0.0"
"","West Bengal","7046","0","125.3","46.4","1.0","265","0.0"
"","Sikkim","101","0","1.3","1.6","-0.3","20","0.0"
"NER","Arunachal Pradesh","111","1","2.2","1.9","0.1","58","0.0"
"","Assam","1490","26","24.5","18.7","-0.2","148","0.9"
"","Manipur","157","2","2.5","2.2","0.2","23","0.0"
"","Meghalaya","332","0","6.0","2.6","0.2","58","0.0"
"","Mizoram","94","1","1.7","0.9","0.1","18","0.0"
"","Nagaland","122","2","2.1","2.0","-0.3","14","0.0"
"","Tripura","250","0","4.1","3.2","-0.3","34","0.0"
