"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4451","0","86.9","40.2","0.0","73"
"","Haryana","5105","0","91.3","58.7","-1.5","204"
"","Rajasthan","7844","0","164.0","68.0","-0.3","198"
"","Delhi","2825","0","59.0","43.6","-2.7","22"
"","UP","10866","1141","222.6","102.0","-7.0","422"
"","Uttarakhand","1496","0","30.2","20.7","0.7","116"
"","HP","1205","0","23.4","12.9","0.2","72"
"","J&K","1602","100","33.6","24.6","-2.9","0"
"","Chandigarh","157","0","2.9","3.3","-0.4","7"
"WR","Chhattisgarh","3448","113","78.5","26.7","3.5","485"
"","Gujarat","11425","52","255.9","70.2","-1.7","331"
"","MP","6924","31","145.2","65.8","2.4","364"
"","Maharashtra","17950","168","396.3","130.7","0.2","404"
"","Goa","379","2","8.0","7.7","-0.5","47"
"","DD","231","1","4.5","5.0","-0.5","4"
"","DNH","587","3","13.9","13.7","0.2","34"
"","Essar steel","618","2","12.7","12.4","0.3","65"
"SR","Andhra Pradesh","12162","500","279.6","95.8","4.8","483"
"","Karnataka","8750","400","196.1","29.3","0.3","358"
"","Kerala","3315","150","63.6","21.9","0.8","210"
"","Tamil Nadu","11404","725","262.4","88.3","3.4","360"
"","Pondy","283","0","6.0","6.2","-0.2","26"
"ER","Bihar","1907","700","37.3","37.0","-2.3","100"
"","DVC","2427","85","56.9","-7.4","0.8","150"
"","Jharkhand","861","0","18.3","10.9","-3.1","80"
"","Odisha","3977","0","80.3","20.2","1.4","400"
"","West Bengal","6730","52","139.7","39.0","4.0","310"
"","Sikkim","63","0","0.3","1.5","-1.2","15"
"NER","Arunachal Pradesh","103","7","1.6","1.5","0.1","31"
"","Assam","1097","90","19.9","12.3","2.6","143"
"","Manipur","100","15","1.6","1.6","0.0","24"
"","Meghalaya","225","10","4.0","3.1","0.3","67"
"","Mizoram","76","4","1.0","1.0","-0.2","21"
"","Nagaland","95","5","1.6","1.6","-0.3","14"
"","Tripura","233","0","2.4","0.7","-0.7","95"
