"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4977","0","90.2","42.9","-1.5","72"
"","Haryana","6477","0","115.8","67.5","0.5","269"
"","Rajasthan","10317","0","223.6","77.3","1.6","425"
"","Delhi","3665","0","61.5","47.3","0.3","266"
"","UP","11113","1020","243.8","103.4","-3.1","196"
"","Uttarakhand","1879","75","35.4","24.5","0.8","232"
"","HP","1351","0","25.6","21.2","0.6","169"
"","J&K","1917","479","43.1","37.9","-0.2","128"
"","Chandigarh","209","0","3.7","3.6","0.3","18"
"WR","Chhattisgarh","3478","96","73.1","34.1","-0.4","209"
"","Gujarat","12915","14","277.4","67.4","4.3","516"
"","MP","10918","0","218.6","126.7","-2.1","265"
"","Maharashtra","18175","14","374.7","96.8","1.2","822"
"","Goa","407","0","7.8","8.0","-0.7","30"
"","DD","263","0","6.0","6.2","-0.3","41"
"","DNH","682","0","15.9","16.0","-0.2","0"
"","Essar steel","480","0","10.2","10.1","0.1","127"
"SR","Andhra Pradesh","6360","0","126.6","23.0","1.4","435"
"","Telangana","5962","0","129.4","84.7","3.2","314"
"","Karnataka","8681","800","182.4","41.1","4.4","389"
"","Kerala","3337","0","58.0","42.0","0.8","323"
"","Tamil Nadu","12621","0","271.2","97.9","4.9","1009"
"","Pondy","306","0","6.1","5.9","0.2","14"
"ER","Bihar","3406","0","66.3","61.9","2.1","160"
"","DVC","2521","0","58.9","-15.5","-0.9","120"
"","Jharkhand","1100","0","22.0","12.3","-1.5","90"
"","Odisha","3895","0","70.1","20.2","1.7","210"
"","West Bengal","6258","0","116.6","26.3","0.6","145"
"","Sikkim","99","0","0.9","1.3","-0.4","28"
"NER","Arunachal Pradesh","106","4","1.7","1.4","0.3","32"
"","Assam","1298","22","21.1","14.8","1.6","204"
"","Manipur","140","5","2.1","2.5","-0.4","21"
"","Meghalaya","328","2","5.4","5.2","-0.8","55"
"","Mizoram","89","1","1.4","1.1","0.2","36"
"","Nagaland","105","5","2.1","1.7","0.3","32"
"","Tripura","210","2","3.0","-0.7","0.3","39"
