"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9891","0","210.9","139.0","-1.7","59","0.0"
"","Haryana","7297","0","153.9","124.0","-0.5","213","0.0"
"","Rajasthan","7463","0","159.3","51.2","-8.0","289","0.0"
"","Delhi","5048","0","98.9","83.1","-0.7","132","0.0"
"","UP","19412","0","364.1","165.0","0.2","643","0.0"
"","Uttarakhand","1762","0","37.4","10.1","0.3","129","0.0"
"","HP","1265","0","26.3","-3.4","-2.2","12","0.0"
"","J&K","1961","490","37.3","17.1","1.4","271","8.9"
"","Chandigarh","261","0","4.9","5.9","-1.0","0","0.0"
"WR","Chhattisgarh","3923","0","93.7","30.4","-1.3","219","0.0"
"","Gujarat","14107","0","314.9","86.9","-0.4","692","0.0"
"","MP","7907","0","175.8","70.2","-3.0","368","0.0"
"","Maharashtra","16420","0","364.8","74.0","1.1","598","0.0"
"","Goa","541","0","11.3","10.0","0.7","56","0.0"
"","DD","301","0","7.0","6.6","0.5","29","0.0"
"","DNH","792","0","18.7","18.8","-0.1","111","0.0"
"","Essar steel","373","0","7.0","6.5","0.4","311","0.0"
"SR","Andhra Pradesh","6897","0","151.0","20.3","0.3","479","0.0"
"","Telangana","7551","0","161.1","78.2","1.1","692","0.0"
"","Karnataka","8439","0","160.8","37.0","0.3","712","0.0"
"","Kerala","3178","4","62.2","49.6","2.2","270","0.0"
"","Tamil Nadu","12738","0","284.4","112.0","-0.2","518","0.0"
"","Pondy","345","-1","7.4","7.6","-0.2","46","0.0"
"ER","Bihar","5367","0","91.4","88.3","-1.4","150","0.0"
"","DVC","2839","0","60.8","-31.6","-0.7","200","0.0"
"","Jharkhand","1000","0","21.8","14.1","-1.6","100","0.0"
"","Odisha","4283","0","89.0","37.6","2.7","400","0.0"
"","West Bengal","7790","0","151.3","57.5","0.7","300","0.0"
"","Sikkim","57","0","0.5","1.0","-0.5","10","0.0"
"NER","Arunachal Pradesh","131","2","2.3","2.4","-0.1","36","0.0"
"","Assam","1631","168","30.9","25.2","0.2","135","1.1"
"","Manipur","176","1","2.6","2.5","0.1","18","0.0"
"","Meghalaya","310","0","5.5","1.2","-0.2","111","0.0"
"","Mizoram","89","1","1.6","1.2","0.1","16","0.0"
"","Nagaland","128","2","2.3","2.0","0.1","1","0.0"
"","Tripura","269","2","4.8","4.5","-0.1","40","0.2"
