"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4822","0","97.8","54.4","0.1","378"
"","Haryana","4664","164","92.4","59.1","1.9","500"
"","Rajasthan","7439","0","155.6","52.3","-3.8","0"
"","Delhi","3034","0","61.0","34.1","0.9","256"
"","UP","8926","1430","192.4","82.6","-4.3","126"
"","Uttarakhand","1466","0","27.6","14.1","1.4","144"
"","HP","1095","0","21.2","12.8","-1.4","94"
"","J&K","1516","100","31.8","22.7","-2.5","164"
"","Chandigarh","193","0","3.5","3.5","0.0","18"
"WR","Chhattisgarh","3189","128","76.3","20.6","6.9","470"
"","Gujarat","10922","117","246.1","60.6","-5.2","392"
"","MP","7177","55","135.2","68.5","-2.1","543"
"","Maharashtra","16515","765","357.5","122.0","3.0","518"
"","Goa","385","3","7.5","7.1","0.1","58"
"","DD","232","2","5.5","4.9","0.6","87"
"","DNH","534","4","12.8","13.0","-0.2","99"
"SR","Andhra Pradesh","10945","2900","248.5","70.1","0.8","280"
"","Karnataka","7652","800","159.4","24.8","0.2","329"
"","Kerala","2940","500","57.6","27.9","2.1","291"
"","Tamil Nadu","10811","1463","234.4","71.8","2.6","468"
"","Pondy","285","0","6.0","7.4","-1.4","0"
"ER","Bihar","1500","500","30.3","30.5","-0.2","100"
"","DVC","2520","65","57.3","-29.1","-1.3","200"
"","Jharkhand","879","106","19.8","12.7","1.5","50"
"","Odisha","3442","0","70.2","11.9","-0.8","150"
"","West Bengal","6473","186","137.0","34.1","2.4","220"
"","Sikkim","82","0","1.2","1.4","-0.1","16"
"NER","Arunachal Pradesh","87","3","1.2","1.2","-0.1","29"
"","Assam","978","138","16.8","11.8","0.1","82"
"","Manipur","93","1","1.2","1.2","0.0","40"
"","Meghalaya","245","15","4.4","3.0","0.1","61"
"","Mizoram","58","2","1.0","0.9","0.1","14"
"","Nagaland","72","6","1.2","0.8","0.2","30"
"","Tripura","184","26","2.9","0.7","0.2","38"
