"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5350","0","119.3","52.4","-1.0","105","0.0"
"","Haryana","6333","0","113.8","41.9","2.7","333","0.4"
"","Rajasthan","8651","0","183.0","46.0","0.4","621","0.0"
"","Delhi","3885","0","79.0","64.5","0.1","244","0.0"
"","UP","15210","255","305.4","106.5","2.4","745","0.0"
"","Uttarakhand","1722","0","33.1","26.7","-1.9","200","0.0"
"","HP","1224","0","23.3","16.6","0.0","193","0.1"
"","J&K","1979","495","39.4","29.8","1.0","270","10.5"
"","Chandigarh","161","0","3.1","3.5","-0.4","4","0.0"
"WR","Chhattisgarh","3545","0","75.9","14.1","0.2","143","0.0"
"","Gujarat","15161","0","333.0","169.2","5.1","650","0.1"
"","MP","8613","0","180.9","73.5","2.8","454","0.0"
"","Maharashtra","22345","0","478.8","147.1","1.6","721","0.0"
"","Goa","542","0","10.5","9.9","-0.1","87","0.0"
"","DD","306","0","6.5","5.9","0.6","77","0.0"
"","DNH","719","0","16.5","15.6","1.0","90","0.0"
"","Essar steel","345","0","6.5","7.0","-0.5","314","0.0"
"SR","Andhra Pradesh","7949","0","163.6","45.5","0.2","989","0.0"
"","Telangana","8552","0","181.1","82.4","0.3","580","0.0"
"","Karnataka","10190","0","215.0","81.9","-3.6","498","0.0"
"","Kerala","3355","0","64.3","51.7","0.9","161","0.0"
"","Tamil Nadu","14549","0","328.6","165.5","1.5","639","0.0"
"","Pondy","367","0","7.6","8.0","-0.4","33","0.0"
"ER","Bihar","4422","0","78.5","71.5","4.0","290","0.0"
"","DVC","2996","0","63.3","-54.4","-0.9","160","0.0"
"","Jharkhand","1151","0","20.2","11.3","0.2","180","0.0"
"","Odisha","3829","0","62.0","22.0","-2.1","35","0.0"
"","West Bengal","7269","0","117.2","19.4","-3.3","500","0.0"
"","Sikkim","97","0","1.5","1.0","0.5","17","0.0"
"NER","Arunachal Pradesh","105","4","2.1","1.5","0.7","65","0.0"
"","Assam","1435","47","22.5","18.6","1.6","95","0.5"
"","Manipur","159","3","2.3","2.2","0.0","24","0.0"
"","Meghalaya","286","0","4.9","2.2","0.0","45","0.0"
"","Mizoram","77","3","1.7","1.1","0.0","10","0.0"
"","Nagaland","118","2","2.0","1.7","0.2","30","0.0"
"","Tripura","245","0","3.8","2.8","0.5","50","0.0"
