"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9791","0","220.3","124.8","-1.0","132"
"","Haryana","8283","0","184.8","134.2","-3.4","174"
"","Rajasthan","9691","685","226.6","69.6","1.6","223"
"","Delhi","5111","0","107.5","93.7","-2.4","153"
"","UP","12647","4065","281.6","131.0","2.2","548"
"","Uttarakhand","1678","125","34.6","12.3","3.4","326"
"","HP","1273","0","25.6","3.1","0.6","109"
"","J&K","1889","472","36.5","19.3","0.1","200"
"","Chandigarh","318","0","6.2","6.6","0.3","4"
"WR","Chhattisgarh","3082","96","72.2","26.8","0.6","185"
"","Gujarat","14528","56","324.1","76.8","-1.5","304"
"","MP","7727","0","162.1","84.0","-3.2","59"
"","Maharashtra","18490","458","405.2","121.4","1.1","607"
"","Goa","377","0","7.9","7.6","-0.3","37"
"","DD","294","0","6.5","6.3","0.2","23"
"","DNH","694","0","16.1","16.2","-0.1","42"
"","Essar steel","371","0","4.7","3.9","0.8","117"
"SR","Andhra Pradesh","6207","0","140.3","13.6","2.4","474"
"","Telangana","5891","0","136.9","98.1","-1.5","241"
"","Karnataka","6967","1000","159.0","19.3","5.2","653"
"","Kerala","3258","0","60.1","33.6","2.1","309"
"","Tamil Nadu","13520","0","289.9","93.6","3.4","601"
"","Pondy","332","0","7.0","7.1","-0.1","36"
"ER","Bihar","3183","200","64.8","60.3","3.0","300"
"","DVC","2596","0","59.1","-15.7","-0.8","210"
"","Jharkhand","967","0","22.5","14.5","0.0","145"
"","Odisha","3725","0","78.3","19.5","1.4","250"
"","West Bengal","6570","0","129.8","43.3","-0.1","320"
"","Sikkim","84","0","1.2","0.6","0.6","28"
"NER","Arunachal Pradesh","105","1","1.6","1.6","0.0","43"
"","Assam","1194","207","23.6","15.2","2.0","278"
"","Manipur","129","0","2.0","1.7","0.3","49"
"","Meghalaya","300","0","4.7","-0.7","-0.4","86"
"","Mizoram","79","0","1.2","1.1","0.1","23"
"","Nagaland","99","1","1.6","1.5","0.1","26"
"","Tripura","206","15","3.5","0.6","0.8","55"
