"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6994","0","149.1","100.4","0.6","293"
"","Haryana","6228","0","133.2","78.6","-2.1","190"
"","Rajasthan","7731","0","171.2","56.1","-4.4","81"
"","Delhi","5198","0","108.4","81.5","-3.5","195"
"","UP","12115","230","265.0","120.3","-2.6","639"
"","Uttarakhand","1635","75","35.3","18.4","1.1","124"
"","HP","1122","0","23.2","2.9","-1.6","32"
"","J&K","1368","100","24.4","17.7","-6.7","38"
"","Chandigarh","310","0","6.3","5.9","0.4","36"
"WR","Chhattisgarh","2599","19","60.6","17.3","-5.0","258"
"","Gujarat","11846","40","261.1","56.5","3.5","943"
"","MP","6913","5","142.5","72.6","1.8","304"
"","Maharashtra","16935","70","375.6","102.7","9.0","628"
"","Goa","357","0","6.3","6.5","-0.5","17"
"","DD","233","0","5.8","6.0","-0.3","22"
"","DNH","600","0","13.8","13.5","0.3","52"
"SR","Andhra Pradesh","10555","1600","240.4","86.0","2.8","202"
"","Karnataka","6886","600","147.7","22.9","0.6","187"
"","Kerala","2730","500","53.6","41.4","2.5","324"
"","Tamil Nadu","11016","613","246.7","55.1","0.1","390"
"","Pondy","315","0","6.6","7.2","-0.6","28"
"ER","Bihar","1824","150","37.1","37.1","0.0","100"
"","DVC","2584","0","58.0","-26.3","0.9","200"
"","Jharkhand","1059","0","19.8","11.9","-0.9","70"
"","Odisha","3169","0","58.3","12.1","-0.1","240"
"","West Bengal","6695","17","128.2","37.7","4.0","350"
"","Sikkim","84","0","0.9","1.3","-0.4","0"
"NER","Arunachal Pradesh","86","14","1.4","1.5","-0.1","31"
"","Assam","907","261","20.3","13.5","2.0","241"
"","Manipur","108","4","1.6","1.9","-0.3","27"
"","Meghalaya","250","18","3.8","1.6","0.2","73"
"","Mizoram","51","1","1.0","1.1","-0.1","6"
"","Nagaland","90","2","1.6","1.3","-0.2","22"
"","Tripura","190","12","2.6","1.6","-0.6","41"
