"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4893","0","98.1","46.8","-0.6","158"
"","Haryana","6548","0","123.1","71.7","0.4","337"
"","Rajasthan","10385","0","219.3","72.1","2.9","442"
"","Delhi","3657","6","62.8","48.8","-0.1","267"
"","UP","10500","1755","237.7","94.6","1.9","354"
"","Uttarakhand","1977","0","36.7","24.5","2.9","285"
"","HP","1456","7","26.5","22.7","0.7","177"
"","J&K","2014","504","44.0","38.5","0.2","118"
"","Chandigarh","223","0","3.8","3.7","0.3","15"
"WR","Chhattisgarh","3458","96","77.4","28.5","-2.1","223"
"","Gujarat","12425","0","275.3","51.1","2.0","470"
"","MP","10286","0","204.5","119.9","-0.9","456"
"","Maharashtra","18560","15","391.6","101.3","1.2","781"
"","Goa","418","0","8.6","7.5","0.6","54"
"","DD","294","0","6.6","6.4","0.2","34"
"","DNH","696","0","16.0","16.1","-0.2","84"
"","Essar steel","346","0","6.5","7.3","-0.8","88"
"SR","Andhra Pradesh","6605","0","143.2","12.3","0.2","449"
"","Telangana","6212","0","137.4","88.0","2.7","360"
"","Karnataka","9176","600","193.6","52.2","2.4","476"
"","Kerala","3337","0","61.5","47.2","0.8","86"
"","Tamil Nadu","0","0","284.2","142.6","3.0","342"
"","Pondy","298","0","6.2","6.4","-0.2","42"
"ER","Bihar","3132","100","61.8","61.6","-0.6","220"
"","DVC","2652","0","57.4","-15.8","0.8","250"
"","Jharkhand","1048","100","20.4","12.8","0.4","180"
"","Odisha","4155","0","73.0","21.2","1.4","300"
"","West Bengal","7165","0","121.8","30.5","1.0","275"
"","Sikkim","107","0","1.7","1.2","0.5","30"
"NER","Arunachal Pradesh","111","5","2.0","1.5","0.5","43"
"","Assam","1326","41","22.4","15.7","2.1","190"
"","Manipur","149","6","2.3","2.5","-0.3","22"
"","Meghalaya","339","1","5.4","5.0","-0.5","38"
"","Mizoram","90","2","1.5","1.1","0.3","35"
"","Nagaland","109","3","2.0","1.6","0.4","40"
"","Tripura","214","2","3.2","-1.0","1.2","65"
