"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9678","0","224.9","88.1","-0.4","135","0.0"
"","Haryana","8744","0","184.9","121.2","1.5","202","0.0"
"","Rajasthan","10083","0","226.2","56.3","1.8","391","0.0"
"","Delhi","5075","0","107.5","82.9","0.3","255","0.1"
"","UP","17948","130","383.6","163.2","0.7","365","0.0"
"","Uttarakhand","1775","135","39.1","18.8","0.3","201","1.1"
"","HP","1420","0","29.1","6.3","3.5","305","0.0"
"","J&K","2023","506","39.5","28.2","-3.9","136","9.4"
"","Chandigarh","255","0","5.0","5.0","0.0","28","0.0"
"WR","Chhattisgarh","4039","58","94.4","26.7","-0.8","448","0.7"
"","Gujarat","17369","0","388.0","126.3","4.7","648","0.0"
"","MP","9370","0","209.3","94.1","3.2","459","0.0"
"","Maharashtra","22798","0","491.0","155.4","-1.1","611","0.0"
"","Goa","475","0","12.1","9.2","0.1","87","0.0"
"","DD","353","0","7.4","6.1","1.4","175","0.0"
"","DNH","787","0","18.3","17.3","1.0","136","0.0"
"","Essar steel","510","0","10.5","10.6","-0.1","221","0.0"
"SR","Andhra Pradesh","7170","0","162.0","30.2","0.5","799","0.0"
"","Telangana","9013","0","189.1","83.4","-0.4","775","0.0"
"","Karnataka","9165","0","195.6","45.7","-1.4","536","0.0"
"","Kerala","3632","0","70.5","46.7","0.9","180","0.0"
"","Tamil Nadu","14135","0","295.6","102.7","-3.4","380","0.0"
"","Pondy","324","0","7.1","7.6","-0.4","61","0.0"
"ER","Bihar","5011","0","97.9","97.3","0.1","20","0.0"
"","DVC","2550","-1","49.1","-28.5","7.5","520","1.4"
"","Jharkhand","1000","0","24.2","17.6","-0.2","90","0.0"
"","Odisha","4923","0","96.5","25.8","1.8","250","0.0"
"","West Bengal","8778","0","169.5","64.0","7.1","400","0.0"
"","Sikkim","93","0","1.1","1.3","-0.2","0","0.0"
"NER","Arunachal Pradesh","130","3","2.4","2.5","-0.1","73","0.0"
"","Assam","1829","56","34.1","26.2","1.8","229","0.7"
"","Manipur","183","2","2.4","2.4","0.1","96","0.0"
"","Meghalaya","311","0","5.2","-0.9","0.4","52","0.0"
"","Mizoram","70","4","1.7","1.2","-0.1","9","0.0"
"","Nagaland","118","3","2.5","1.8","-0.5","15","0.0"
"","Tripura","290","2","5.5","4.4","0.4","58","0.0"
