"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","11438","0","263.2","141.8","-1.3","106","0.0"
"","Haryana","9272","0","191.9","147.0","0.8","219","0.0"
"","Rajasthan","10944","0","234.4","62.3","1.2","354","0.1"
"","Delhi","5555","0","109.6","87.1","0.2","184","0.1"
"","UP","15643","0","328.5","185.4","-0.6","219","0.0"
"","Uttarakhand","1451","0","32.0","15.1","-1.0","72","0.0"
"","HP","1258","0","26.0","-3.1","1.5","186","0.0"
"","J&K","2067","517","41.7","19.2","-3.1","169","9.9"
"","Chandigarh","237","0","5.1","6.0","-0.9","0","0.0"
"WR","Chhattisgarh","4136","0","98.4","29.5","-2.5","267","0.0"
"","Gujarat","14438","0","332.3","45.2","2.4","932","0.0"
"","MP","8354","0","185.4","82.1","-0.3","347","0.0"
"","Maharashtra","19279","0","430.1","108.4","3.4","607","0.0"
"","Goa","444","0","11.6","8.5","2.5","50","0.0"
"","DD","299","0","6.9","6.2","0.7","70","0.0"
"","DNH","744","0","17.5","16.3","1.1","94","0.0"
"","Essar steel","535","0","10.8","9.9","0.9","334","0.0"
"SR","Andhra Pradesh","8064","0","180.2","16.2","1.1","580","0.0"
"","Telangana","9371","0","203.5","96.6","0.9","396","0.0"
"","Karnataka","8207","0","175.6","47.2","-0.3","536","0.0"
"","Kerala","3126","0","61.2","23.1","-0.5","151","0.0"
"","Tamil Nadu","12947","0","294.8","83.9","-1.5","339","0.0"
"","Pondy","340","0","7.1","7.3","-0.2","50","0.0"
"ER","Bihar","4592","0","83.5","84.0","-0.7","200","0.0"
"","DVC","2938","0","66.7","-32.6","4.4","220","0.0"
"","Jharkhand","1119","0","22.6","19.6","0.9","85","0.0"
"","Odisha","4898","0","102.9","56.5","1.6","225","0.0"
"","West Bengal","7421","0","148.1","45.4","4.8","250","0.0"
"","Sikkim","77","0","1.0","1.4","-0.4","15","0.0"
"NER","Arunachal Pradesh","115","3","2.2","2.9","-0.7","0","0.0"
"","Assam","1710","89","32.3","25.8","1.8","113","1.1"
"","Manipur","165","3","2.2","2.6","-0.4","14","0.0"
"","Meghalaya","302","0","5.7","0.8","-0.3","12","0.0"
"","Mizoram","81","2","1.5","1.0","0.1","12","0.0"
"","Nagaland","121","3","2.2","1.9","0.0","21","0.0"
"","Tripura","265","1","4.3","5.5","0.2","56","0.0"
