"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5136","0","101.7","50.5","-1.6","29","0.0"
"","Haryana","5819","0","114.3","112.6","0.1","167","0.0"
"","Rajasthan","10957","0","215.6","56.4","-1.0","282","0.0"
"","Delhi","3142","0","61.4","45.7","-0.9","228","0.0"
"","UP","15271","0","270.7","127.2","0.6","743","0.3"
"","Uttarakhand","1694","0","34.5","18.4","0.7","169","0.0"
"","HP","1494","0","27.4","18.2","-0.6","149","0.0"
"","J&K","1571","393","24.5","19.5","-2.6","201","5.8"
"","Chandigarh","179","0","3.3","3.3","0.0","17","0.0"
"WR","Chhattisgarh","3296","0","70.9","25.6","-1.5","208","0.0"
"","Gujarat","13664","0","292.8","56.1","-1.7","381","0.0"
"","MP","9756","0","202.3","132.1","-3.0","388","0.0"
"","Maharashtra","18251","0","389.0","128.2","-1.7","401","0.0"
"","Goa","541","0","12.2","11.9","-0.3","78","0.0"
"","DD","327","0","7.3","6.5","0.8","55","0.0"
"","DNH","764","0","17.9","18.0","-0.1","25","0.0"
"","Essar steel","336","0","5.7","5.8","-0.1","269","0.0"
"SR","Andhra Pradesh","7740","0","164.9","63.2","0.6","618","0.0"
"","Telangana","7423","0","157.3","43.4","-0.3","407","0.0"
"","Karnataka","8506","0","166.9","34.5","0.7","754","0.0"
"","Kerala","3362","0","69.6","51.6","1.2","215","0.0"
"","Tamil Nadu","13299","0","281.2","146.1","0.3","333","0.0"
"","Pondy","367","0","7.6","7.8","-0.3","40","0.0"
"ER","Bihar","4451","0","75.7","72.4","0.2","400","0.0"
"","DVC","2928","0","62.3","-27.0","0.5","200","0.0"
"","Jharkhand","1106","0","23.4","15.3","-0.8","100","0.0"
"","Odisha","3269","0","60.4","2.2","-0.7","200","0.0"
"","West Bengal","5244","0","99.6","25.1","1.7","350","0.0"
"","Sikkim","100","0","1.3","1.5","-0.2","35","0.0"
"NER","Arunachal Pradesh","114","2","2.0","1.7","0.2","35","0.0"
"","Assam","1430","41","24.2","18.9","-0.2","99","0.9"
"","Manipur","161","3","2.3","2.3","0.0","16","0.0"
"","Meghalaya","353","0","6.4","3.0","0.2","43","0.0"
"","Mizoram","98","1","2.1","1.3","0.0","17","0.0"
"","Nagaland","122","2","2.2","1.8","0.1","31","0.0"
"","Tripura","220","4","3.4","3.1","-1.0","40","0.0"
