"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8020","0","168.1","114.9","-0.5","115"
"","Haryana","7053","60","133.0","123.3","-1.6","282"
"","Rajasthan","8139","0","171.6","52.7","0.6","247"
"","Delhi","4782","12","95.7","78.9","-1.0","138"
"","UP","11582","3885","264.9","134.0","0.5","326"
"","Uttarakhand","1868","40","38.5","14.6","-0.2","188"
"","HP","1244","0","25.8","0.2","1.3","135"
"","J&K","1896","474","37.8","20.5","1.8","249"
"","Chandigarh","280","0","5.5","5.4","0.1","37"
"WR","Chhattisgarh","3243","96","77.4","25.5","0.3","174"
"","Gujarat","14637","100","317.9","72.3","-2.6","388"
"","MP","7306","0","155.1","84.3","-1.4","262"
"","Maharashtra","18905","1235","426.7","135.3","8.3","649"
"","Goa","397","0","8.5","7.7","0.1","89"
"","DD","297","0","6.7","6.5","0.2","49"
"","DNH","717","0","16.4","16.7","-0.3","33"
"","Essar steel","332","0","5.6","5.2","0.4","91"
"SR","Andhra Pradesh","6706","0","152.9","34.7","3.6","582"
"","Telangana","6229","0","141.5","96.0","0.3","466"
"","Karnataka","8925","400","188.6","30.8","2.7","432"
"","Kerala","3296","0","62.9","36.5","1.5","263"
"","Tamil Nadu","13607","0","305.3","98.1","1.9","347"
"","Pondy","322","0","6.7","7.1","-0.4","17"
"ER","Bihar","3060","0","62.7","59.7","0.6","325"
"","DVC","2724","0","62.0","-18.0","-0.8","385"
"","Jharkhand","1050","0","22.3","11.7","-0.3","145"
"","Odisha","3765","0","73.4","18.9","0.4","365"
"","West Bengal","7210","0","143.3","57.6","1.2","325"
"","Sikkim","89","0","1.4","1.1","0.3","30"
"NER","Arunachal Pradesh","90","5","1.2","1.6","-0.4","34"
"","Assam","1217","193","25.5","19.4","1.2","187"
"","Manipur","115","6","1.8","2.0","-0.2","45"
"","Meghalaya","219","1","3.9","1.8","-1.1","31"
"","Mizoram","72","4","1.2","0.9","0.3","30"
"","Nagaland","130","5","1.9","1.5","0.3","74"
"","Tripura","250","0","3.5","1.5","0.0","75"
