"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5682","0","111.0","54.7","-1.2","68","0.0"
"","Haryana","6640","0","129.6","89.9","1.2","183","0.0"
"","Rajasthan","13553","0","238.6","56.3","-1.1","558","0.0"
"","Delhi","4382","0","75.0","59.5","-1.3","259","0.0"
"","UP","15646","0","270.6","114.1","-2.9","662","0.0"
"","Uttarakhand","2157","0","39.3","21.6","0.5","156","0.0"
"","HP","1704","0","31.6","24.6","-0.4","111","0.2"
"","J&K(UT) and Ladakh(UT)","2390","597","50.6","45.8","-0.6","147","11.9"
"","Chandigarh","268","0","4.2","4.0","0.2","24","0.0"
"WR","Chhattisgarh","3753","0","80.8","40.1","-0.9","212","0.0"
"","Gujarat","15913","0","337.6","62.7","6.5","801","0.0"
"","MP","13818","0","242.8","134.6","-2.0","620","0.0"
"","Maharashtra","22723","0","464.3","152.5","-2.5","418","0.0"
"","Goa","533","0","10.4","10.3","-0.2","53","0.0"
"","DD","334","0","7.4","6.9","0.5","38","0.0"
"","DNH","802","0","18.5","18.5","0.0","154","0.0"
"","Essar steel","291","0","5.7","5.6","0.1","188","0.0"
"SR","Andhra Pradesh","9169","0","184.3","71.4","0.3","400","0.0"
"","Telangana","11069","0","218.9","108.8","0.0","489","0.0"
"","Karnataka","12149","0","233.2","58.5","-0.7","602","0.0"
"","Kerala","3796","0","76.0","57.5","1.5","187","0.0"
"","Tamil Nadu","14427","0","302.3","152.0","0.3","734","0.0"
"","Pondy","373","0","7.1","7.3","-0.2","56","0.0"
"ER","Bihar","4650","0","79.4","78.1","-0.3","100","0.0"
"","DVC","3182","0","65.2","-35.4","0.3","130","0.0"
"","Jharkhand","1372","0","25.6","18.1","-1.2","70","0.0"
"","Odisha","5127","0","71.0","7.7","0.4","200","0.0"
"","West Bengal","6421","0","118.3","28.4","-0.2","170","0.0"
"","Sikkim","144","0","2.1","1.8","0.2","20","0.0"
"NER","Arunachal Pradesh","120","1","2.3","2.0","0.2","52","0.0"
"","Assam","1359","35","22.8","20.1","0.2","129","0.3"
"","Manipur","201","1","2.7","3.0","-0.3","24","0.0"
"","Meghalaya","381","0","6.5","5.4","0.0","53","0.3"
"","Mizoram","112","1","1.9","1.5","-0.1","22","0.0"
"","Nagaland","129","1","2.5","2.0","0.3","35","0.0"
"","Tripura","216","1","3.4","3.4","0.1","79","0.0"
