"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5872","0","121.6","72.6","-0.7","110","0.0"
"","Haryana","6567","0","122.9","85.0","-0.6","211","0.0"
"","Rajasthan","13831","0","243.3","72.7","-0.9","435","0.0"
"","Delhi","4323","0","72.1","48.6","0.7","725","0.0"
"","UP","15709","0","286.3","123.1","-1.7","740","0.0"
"","Uttarakhand","2003","0","35.6","17.7","-0.9","67","0.0"
"","HP","1593","0","27.5","22.3","-2.3","51","0.0"
"","J&K(UT) and Ladakh(UT)","2520","630","49.9","44.4","0.1","362","10.5"
"","Chandigarh","210","0","3.5","3.6","0.0","39","0.0"
"WR","Chhattisgarh","3282","0","69.3","24.1","-1.4","269","0.0"
"","Gujarat","15204","0","318.9","91.6","4.4","611","0.0"
"","MP","14510","0","261.6","119.2","-3.2","520","0.0"
"","Maharashtra","21379","0","428.1","128.2","-4.4","446","0.0"
"","Goa","407","0","8.3","8.2","-0.4","35","0.0"
"","DD","288","0","6.6","6.0","0.6","45","0.0"
"","DNH","754","0","17.7","17.8","-0.1","42","0.0"
"","Essar steel","773","0","5.3","5.3","0.0","238","0.0"
"SR","Andhra Pradesh","9077","0","180.5","71.8","-0.2","339","0.0"
"","Telangana","9007","0","192.9","109.0","-2.2","517","0.0"
"","Karnataka","11302","0","214.3","71.0","-1.5","942","0.0"
"","Kerala","3373","0","67.0","55.9","1.5","251","0.0"
"","Tamil Nadu","13092","0","295.9","151.9","-0.7","414","0.0"
"","Pondy","330","0","6.9","7.2","-0.3","31","0.0"
"ER","Bihar","4227","0","75.9","74.7","-0.5","410","0.0"
"","DVC","3105","0","65.6","-37.1","-0.4","430","0.0"
"","Jharkhand","1284","0","25.4","20.0","-0.3","130","0.0"
"","Odisha","4476","0","84.3","22.6","1.9","415","0.0"
"","West Bengal","5766","0","111.2","28.4","0.6","240","0.0"
"","Sikkim","120","0","1.0","1.2","-0.2","65","0.0"
"NER","Arunachal Pradesh","119","1","2.7","2.3","0.3","9","0.0"
"","Assam","1290","40","20.9","18.6","-0.2","103","0.5"
"","Manipur","138","1","2.1","2.9","-0.8","63","0.0"
"","Meghalaya","355","0","6.4","5.9","-0.2","29","0.2"
"","Mizoram","107","1","1.6","1.6","-0.3","42","0.0"
"","Nagaland","125","1","2.2","2.1","0.0","45","0.0"
"","Tripura","215","1","3.4","1.6","-0.3","33","0.0"
