"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5722","0","119.5","50.8","0.6","271"
"","Haryana","7176","0","136.4","65.6","0.0","250"
"","Rajasthan","9911","0","217.4","69.9","2.0","270"
"","Delhi","4100","0","86.3","75.0","-0.8","98"
"","UP","12809","1040","280.0","125.6","-0.3","231"
"","Uttarakhand","1773","0","35.3","18.4","2.6","194"
"","HP","1237","0","24.1","15.2","0.6","132"
"","J&K","1872","468","35.1","25.0","-2.2","114"
"","Chandigarh","208","0","4.0","4.0","0.3","14"
"WR","Chhattisgarh","3733","96","87.4","37.1","0.1","198"
"","Gujarat","14339","0","316.2","63.7","-1.4","298"
"","MP","10198","0","230.8","126.8","-2.6","167"
"","Maharashtra","20959","201","462.0","138.9","-2.5","363"
"","Goa","439","0","9.1","8.4","0.4","41"
"","DD","304","0","6.7","6.7","0.0","41"
"","DNH","717","0","16.6","16.6","0.0","24"
"","Essar steel","233","0","1.9","1.8","0.1","79"
"SR","Andhra Pradesh","6850","0","152.0","21.7","-0.4","373"
"","Telangana","6780","0","152.0","104.8","0.0","220"
"","Karnataka","7266","1200","162.4","29.9","4.6","608"
"","Kerala","3472","0","65.1","39.4","2.8","315"
"","Tamil Nadu","12923","0","280.4","130.7","7.4","447"
"","Pondy","313","0","6.7","6.7","0.0","30"
"ER","Bihar","3414","150","69.3","68.1","1.2","130"
"","DVC","2504","0","59.2","-21.3","-0.3","165"
"","Jharkhand","1040","0","25.0","12.6","0.2","0"
"","Odisha","3373","0","70.0","14.2","2.0","210"
"","West Bengal","7130","0","147.4","42.4","-1.4","0"
"","Sikkim","83","0","1.2","0.6","0.6","36"
"NER","Arunachal Pradesh","110","1","2.0","1.8","0.1","46"
"","Assam","1324","94","25.6","19.0","2.3","195"
"","Manipur","144","3","2.3","2.1","0.2","52"
"","Meghalaya","284","1","4.3","2.5","-0.8","75"
"","Mizoram","79","1","1.2","1.2","0.0","16"
"","Nagaland","110","3","1.8","1.7","0.1","17"
"","Tripura","259","1","4.0","1.9","0.0","19"
