"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5893","0","121.8","78.2","-1.3","176","0.0"
"","Haryana","6064","0","120.5","85.2","0.2","226","0.0"
"","Rajasthan","13765","0","242.6","73.5","2.1","482","0.0"
"","Delhi","3587","0","63.9","47.5","0.1","224","0.0"
"","UP","13462","0","259.9","114.8","-1.1","545","0.6"
"","Uttarakhand","1904","0","34.9","15.9","0.1","179","0.0"
"","HP","1607","0","27.5","19.6","0.6","165","0.0"
"","J&K(UT) and Ladakh(UT)","2400","600","48.4","44.0","-1.0","229","10.5"
"","Chandigarh","220","0","3.4","3.3","0.1","37","0.0"
"WR","Chhattisgarh","3583","0","75.8","31.0","-2.1","185","0.0"
"","Gujarat","16529","0","356.3","104.8","4.9","602","0.0"
"","MP","13253","0","252.2","125.0","-2.7","482","0.0"
"","Maharashtra","24323","0","495.9","162.6","-0.8","534","0.0"
"","Goa","510","0","10.5","10.1","-0.1","47","0.0"
"","DD","327","0","7.3","6.8","0.5","53","0.0"
"","DNH","808","0","18.7","18.7","0.0","100","0.0"
"","Essar steel","772","0","9.8","10.1","-0.3","198","0.0"
"SR","Andhra Pradesh","9661","0","195.0","67.6","0.9","731","0.0"
"","Telangana","12769","0","255.1","134.1","-0.8","1010","0.0"
"","Karnataka","12468","0","242.7","85.3","-0.3","656","0.0"
"","Kerala","3823","0","77.6","61.9","0.5","182","0.0"
"","Tamil Nadu","14824","0","311.6","168.6","-0.3","490","0.0"
"","Pondy","361","0","7.5","7.9","-0.4","23","0.0"
"ER","Bihar","3937","0","64.5","62.4","-1.0","247","0.0"
"","DVC","3167","0","64.3","-39.2","-0.5","242","0.0"
"","Jharkhand","1243","0","22.2","13.4","-0.5","103","0.0"
"","Odisha","3721","0","70.3","4.2","-0.9","201","0.0"
"","West Bengal","6412","0","116.3","26.8","-1.7","143","0.0"
"","Sikkim","119","0","1.4","1.6","-0.2","28","0.0"
"NER","Arunachal Pradesh","116","1","2.3","2.1","0.1","57","0.0"
"","Assam","1399","14","20.7","19.5","-0.3","157","0.0"
"","Manipur","189","2","2.6","2.8","-0.2","23","0.0"
"","Meghalaya","326","0","5.5","4.2","0.1","24","0.2"
"","Mizoram","98","1","1.9","1.5","0.0","15","0.0"
"","Nagaland","124","0","2.1","2.0","0.1","46","0.0"
"","Tripura","231","3","3.6","1.8","0.1","39","0.0"
