"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9827","0","226.0","102.9","-0.6","97","0.0"
"","Haryana","8042","0","164.4","119.7","0.1","157","0.0"
"","Rajasthan","9647","0","211.7","71.7","-0.3","358","0.0"
"","Delhi","5363","0","104.5","80.1","-0.7","158","0.3"
"","UP","16988","1595","383.5","180.2","0.7","470","5.0"
"","Uttarakhand","1780","0","37.9","9.8","-0.2","114","0.0"
"","HP","1235","0","24.4","5.6","0.3","142","0.1"
"","J&K","1913","478","35.2","17.7","-0.1","381","8.3"
"","Chandigarh","236","0","4.8","5.3","-0.5","0","0.0"
"WR","Chhattisgarh","3766","115","88.1","24.8","0.2","293","3.4"
"","Gujarat","13513","0","304.3","56.7","0.3","412","0.0"
"","MP","7837","0","180.2","118.7","2.2","444","0.0"
"","Maharashtra","17617","0","398.7","112.0","2.2","396","0.0"
"","Goa","434","0","9.3","8.4","0.9","104","0.0"
"","DD","291","0","6.8","5.9","0.9","59","0.0"
"","DNH","736","0","17.0","15.9","1.1","73","0.0"
"","Essar steel","366","0","7.2","6.2","1.0","159","0.0"
"SR","Andhra Pradesh","6718","0","149","43","5.7","529","0.0"
"","Telangana","8639","0","185","88","0.0","415","0.0"
"","Karnataka","6728","0","134","47","2.1","516","0.0"
"","Kerala","3172","0","61","40","1.8","225","0.0"
"","Tamil Nadu","11415","0","261","132","3.6","557","0.0"
"","Pondy","310","0","7","7","-0.1","29","0.0"
"ER","Bihar","4298","0","82.2","78.5","0.6","225","0.0"
"","DVC","2884","0","64.3","-28.0","0.2","220","0.0"
"","Jharkhand","1191","0","23.7","17.1","0.3","100","0.0"
"","Odisha","4185","0","85.3","37.6","1.0","225","0.8"
"","West Bengal","8010","0","154.2","56.7","2.7","250","0.0"
"","Sikkim","77","0","0.9","1.2","-0.3","12","0.0"
"NER","Arunachal Pradesh","110","1","1.8","3.0","-1.2","22","0.0"
"","Assam","1516","93","25.4","19.1","1.7","135","1.5"
"","Manipur","143","1","2.1","2.4","-0.3","35","0.0"
"","Meghalaya","271","0","4.7","-1.1","0.0","47","0.0"
"","Mizoram","72","1","1.2","1.3","-0.1","12","0.0"
"","Nagaland","106","1","2.2","1.9","0.0","27","0.0"
"","Tripura","222","4","4.0","3.6","0.1","57","0.1"
