"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5436","0","102.9","51.4","-1.9","-","0.0"
"","Haryana","6210","0","116.3","81.4","0.3","-","0.0"
"","Rajasthan","13781","0","240.6","63.1","-1.0","261","0.0"
"","Delhi","4225","0","72.1","55.9","-0.6","-","0.0"
"","UP","15073","0","270.4","108.9","-0.5","740","0.9"
"","Uttarakhand","1942","0","38.7","27.1","0.0","137","0.0"
"","HP","1549","0","28.6","22.5","-0.9","-","0.0"
"","J&K(UT) and Ladakh(UT)","2483","621","52.2","46.0","0.9","-","11.7"
"","Chandigarh","262","0","4.4","4.1","0.3","63","0.0"
"WR","Chhattisgarh","3789","0","80.8","42.2","-1.1","449","0.0"
"","Gujarat","16189","0","338.0","92.0","4.4","982","0.0"
"","MP","14712","0","258.5","142.9","-3.0","451","0.0"
"","Maharashtra","22975","0","467.0","147.8","-0.9","703","0.0"
"","Goa","487","0","10.2","10.2","-0.4","29","0.0"
"","DD","333","0","7.4","7.1","0.3","38","0.0"
"","DNH","815","0","18.9","18.8","0.1","42","0.0"
"","Essar steel","725","0","4.6","5.6","-1.0","244","0.0"
"SR","Andhra Pradesh","9371","0","187.8","68.6","-0.1","405","0.0"
"","Telangana","11200","0","218.5","107.8","0.1","536","0.0"
"","Karnataka","12378","0","233.3","60.5","1.0","584","0.0"
"","Kerala","3680","-75","74.2","55.1","1.6","325","0.4"
"","Tamil Nadu","14719","0","307.0","159.2","1.4","674","0.0"
"","Pondy","365","0","7.4","7.4","0.0","45","0.0"
"ER","Bihar","4456","0","80.6","77.9","0.9","400","0.0"
"","DVC","3322","0","66.3","-35.9","0.2","500","0.0"
"","Jharkhand","1325","0","26.3","17.5","0.8","100","0.0"
"","Odisha","3830","0","71.0","9.5","-0.6","200","0.0"
"","West Bengal","6549","0","119.5","28.0","-0.8","250","0.0"
"","Sikkim","146","0","2.2","1.8","0.5","30","0.0"
"NER","Arunachal Pradesh","137","1","2.2","2.1","0.0","51","0.0"
"","Assam","1373","10","23.4","20.1","0.7","103","0.4"
"","Manipur","217","1","2.9","3.1","-0.3","28","0.0"
"","Meghalaya","377","0","6.6","5.8","-0.2","30","0.3"
"","Mizoram","126","1","1.7","1.6","-0.4","25","0.0"
"","Nagaland","116","2","2.4","2.1","0.1","21","0.0"
"","Tripura","224","0","3.6","1.8","0.0","37","0.0"
