"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5182","0","106.1","22.0","-0.7","93","0.0"
"","Haryana","6196","0","113.1","67.2","1.4","199","0.0"
"","Rajasthan","11528","0","232.2","69.0","0.8","318","0.0"
"","Delhi","3292","0","62.5","46.7","-0.4","143","0.0"
"","UP","13323","0","266.7","115.0","0.2","161","0.0"
"","Uttarakhand","1827","0","34.2","22.6","1.5","252","0.0"
"","HP","1448","0","25.7","16.5","-0.5","114","0.1"
"","J&K","2182","545","44.8","37.9","-1.3","319","10.7"
"","Chandigarh","175","0","3.2","3.2","0.0","40","0.0"
"WR","Chhattisgarh","3727","0","74.6","9.3","-5.3","161","0.0"
"","Gujarat","14527","0","319.1","127.2","2.6","590","0.0"
"","MP","13138","0","267.7","160.3","-4.3","400","0.0"
"","Maharashtra","22256","0","452.6","138.6","-2.7","769","0.0"
"","Goa","496","0","10.1","9.7","0.1","59","0.0"
"","DD","311","0","6.9","6.1","0.8","59","0.0"
"","DNH","642","0","14.7","14.5","0.2","60","0.0"
"","Essar steel","543","0","11.4","11.1","0.3","250","0.0"
"SR","Andhra Pradesh","8406","0","182.9","61.2","1.4","414","0.0"
"","Telangana","8500","0","177.3","78.6","1.6","475","0.0"
"","Karnataka","10783","0","219.0","71.1","-0.1","393","0.0"
"","Kerala","3766","0","73.0","51.5","0.9","301","0.0"
"","Tamil Nadu","13948","0","300.1","145.0","1.6","442","0.0"
"","Pondy","319","0","6.6","6.9","-0.3","16","0.0"
"ER","Bihar","4094","0","69.5","68.7","-1.6","460","0.0"
"","DVC","2984","100","61.9","-23.4","2.8","396","0.3"
"","Jharkhand","1146","0","24.4","14.3","-0.4","169","0.0"
"","Odisha","4307","100","84.4","30.3","3.3","267","0.3"
"","West Bengal","6750","0","113.1","24.3","2.5","309","0.0"
"","Sikkim","99","0","1.4","1.4","0.0","18","0.0"
"NER","Arunachal Pradesh","125","2","2.1","1.9","0.2","16","0.0"
"","Assam","1510","41","23.9","19.0","0.4","65","0.7"
"","Manipur","166","3","2.7","2.8","-0.1","48","0.0"
"","Meghalaya","338","0","5.7","3.6","-0.2","39","0.0"
"","Mizoram","84","1","1.8","1.0","0.4","8","0.0"
"","Nagaland","115","2","2.2","1.9","0.1","10","0.0"
"","Tripura","226","3","4.2","2.3","0.7","21","0.0"
